result_id,takers_id,validity_check,neuroticism_score,openness_score,agreeableness_score,conscientiousness_score,stress_level,recommendation,report_generated
102,102,True,2,9,4,9,보통,"Architecto labore asperiores. Quam quasi molestias dolorem. Nihil error consequatur pariatur eum eveniet molestiae. Dignissimos ratione at quas magnam quis.
Deleniti illum fugit incidunt earum. Accusantium architecto perspiciatis. Alias illum incidunt accusamus.",True
103,103,True,9,6,1,7,낮음,"Odit praesentium illo hic nostrum ad. Occaecati doloribus eum corrupti perferendis. Repellat cumque cum in.
Veniam enim amet quas libero hic. Harum recusandae nulla. Facere rem quidem odit culpa pariatur possimus.",True
104,104,False,7,8,2,10,높음,"Vel doloribus aut iste quae commodi dicta expedita. Suscipit omnis quos fugiat recusandae ea nesciunt laborum.
Culpa beatae sint cum optio iure. Deleniti natus cumque ut error quidem temporibus.
Repellendus quaerat harum sunt. Necessitatibus nihil laboriosam nihil nihil eius reprehenderit.",True
105,105,True,6,1,5,8,매우높음,"Commodi incidunt quae officiis laboriosam delectus a recusandae. Similique a ipsam reiciendis aliquid et harum numquam.
Praesentium eaque tenetur quidem consectetur. Ducimus nobis consequuntur voluptatem ipsam quo minus.
Quae quam praesentium dolor. Asperiores illo non sequi odio saepe harum.",True
106,106,True,6,6,6,5,낮음,"Accusamus officia deserunt iste. Sed modi nam provident iure eum. Officiis blanditiis fuga id saepe.
Tenetur repudiandae aut sequi. Doloribus aliquid et facere occaecati.
Repudiandae numquam suscipit saepe.",False
107,107,True,9,5,8,6,높음,"Explicabo fugiat a ipsa. Illo sed porro reiciendis.
Neque similique ducimus. Soluta perferendis dolore rerum sapiente fugiat ea. Eius illum veritatis reiciendis ratione cumque explicabo.",True
108,108,True,2,1,1,4,낮음,"Tenetur nobis cum fuga veniam quia ipsam. Sit officia eveniet nam maxime doloremque.
Assumenda sunt voluptate distinctio voluptatibus quod. Error quaerat quos. Fugiat tempore molestias hic.",True
109,109,True,5,2,1,6,보통,"Consequatur autem commodi accusantium quasi laudantium iusto adipisci. Voluptatibus blanditiis libero. Harum molestias dolore quisquam fuga mollitia.
Distinctio nesciunt similique eveniet. Mollitia officiis qui optio ad. Reiciendis ad ex itaque inventore.",True
110,110,True,6,4,8,7,보통,"Inventore debitis facere ex. Ut molestiae voluptas nostrum cum delectus. Harum laboriosam deserunt ad fuga officia.
Minima non reiciendis suscipit.
Non beatae aspernatur vel. Quam porro beatae adipisci dolorem aperiam.
Iusto libero nobis. Quia esse maiores dolorem.",True
111,111,True,4,3,8,3,보통,"Temporibus nam nesciunt soluta necessitatibus ipsum. Possimus quisquam deleniti consequatur autem assumenda saepe accusamus.
Ab explicabo deserunt qui cumque sunt dolores. Beatae occaecati totam ducimus natus provident reprehenderit quo.",False
112,112,True,9,5,8,7,높음,"Necessitatibus consequuntur maxime sequi magni itaque aliquam labore. Aperiam recusandae fugiat doloremque.
Explicabo quibusdam sed corporis voluptates nemo iste dolor.
Perspiciatis porro voluptatem. Corporis ea vel eaque porro ratione.",False
113,113,True,2,10,4,8,매우높음,"Libero quo in repellat consectetur in.
Sit illum eveniet nostrum amet voluptatum quos. Similique voluptatibus vitae dignissimos id amet ipsa excepturi. Voluptatibus et assumenda. Recusandae illo quo voluptate nemo perferendis.",True
114,114,True,9,2,4,8,낮음,"Architecto libero temporibus optio. Molestiae distinctio dolorum nam. Reprehenderit iure vel facere fugit quibusdam optio asperiores.
Animi porro voluptatum quidem id id error. Voluptatem quo doloremque nobis error. Eum perspiciatis optio fuga.",True
115,115,True,5,4,1,3,보통,"Libero consequuntur placeat vero culpa mollitia. Non officiis est sunt.
Quam ratione reiciendis corporis maiores culpa.
Mollitia aut nemo unde. Minima sit ipsam cupiditate totam repellat quo.
Autem fugit velit officia tenetur.",True
116,116,True,4,7,2,1,보통,Laudantium atque minus non quibusdam mollitia omnis exercitationem. Harum voluptas laboriosam excepturi corporis id eveniet. Quasi eaque eaque molestias sunt. Facere saepe voluptatibus provident reiciendis.,True
117,117,False,6,1,2,6,보통,"Dolor officiis magni aspernatur suscipit dolorem. Numquam quam necessitatibus hic temporibus. Vero ut beatae id ut earum quos sit.
Accusamus beatae ratione explicabo enim. Consectetur esse odio quod. Magnam itaque eum temporibus occaecati modi.",True
118,118,True,10,8,7,3,높음,"Laborum excepturi dolore hic similique totam omnis. Necessitatibus enim commodi eligendi quas error.
Ex sed officia ipsam recusandae optio iure fuga. Totam impedit id aut. Tempora molestias velit suscipit reprehenderit animi. Quidem maiores natus explicabo eius perferendis.",True
119,119,True,10,9,2,7,낮음,"Debitis tempora magnam at hic ipsa. Natus debitis architecto ea explicabo vitae.
Amet qui amet omnis id. Et quas facilis porro reiciendis expedita iste.
Doloribus doloremque quia quas alias. Expedita occaecati totam laborum corrupti unde. Distinctio omnis accusantium et architecto.",True
120,120,True,9,2,9,9,높음,"Sequi aperiam animi placeat incidunt. Excepturi tenetur blanditiis ipsum dicta.
Rem excepturi necessitatibus voluptatem voluptate cupiditate. Occaecati ipsum perferendis amet eius. Aperiam omnis numquam iusto voluptatem reprehenderit nam officia.",True
121,121,True,7,8,4,4,낮음,"Quae corporis voluptas quidem. Quo dolor repellendus enim. Nesciunt neque nostrum nam.
Est corporis voluptatem magnam.
Aliquam praesentium numquam optio placeat. Illo dignissimos itaque rerum repellat consectetur. Labore natus modi facere.",True
122,122,True,3,4,2,1,높음,"Laborum vero omnis nobis porro dolore. Error accusantium repellendus. Exercitationem mollitia fugit.
Dolore occaecati dicta ducimus. Occaecati aspernatur dolorum aperiam.
Inventore ducimus neque soluta dolores iure. Non repellat placeat id.",True
123,123,True,6,6,9,8,보통,"Ad neque facilis quidem. Nisi doloremque consequuntur expedita dolores magnam expedita.
Repudiandae aspernatur sapiente similique modi. Natus dolorum cumque dolorem rerum.
Veritatis adipisci et explicabo porro. Eligendi est alias officiis ratione provident exercitationem eligendi.",True
124,124,True,6,1,7,2,낮음,"Quisquam incidunt nulla cumque nobis. Veritatis quibusdam facilis labore.
Iure voluptates id animi nihil. Quia autem dicta.
Perferendis voluptatibus cumque alias. Dolore quae saepe sed doloribus perferendis.
Officia fugit possimus corrupti libero repudiandae.",True
125,125,True,9,3,6,6,낮음,"Sit earum minus consequuntur repellat. Numquam consectetur ducimus ipsam culpa. Repellat perspiciatis aut facere facere eius tempore.
Exercitationem modi velit occaecati architecto. Voluptatum voluptatum eaque.",True
126,126,True,10,7,9,4,낮음,"Aperiam commodi amet blanditiis. Tempora quam minima blanditiis architecto molestias.
Quam aut quis cupiditate at veritatis praesentium. Reiciendis dignissimos temporibus porro ad omnis. Quis non vero ipsa sint corporis dolorum. Nobis quisquam amet ipsum.",True
127,127,True,2,9,4,5,매우높음,Voluptatem ratione nemo quas labore debitis illum. Similique assumenda modi maxime quis ab magnam. Omnis doloribus voluptate labore numquam tenetur vero.,True
128,128,False,6,6,9,2,보통,"Alias alias voluptatum. Facere doloremque dolorum occaecati nam aperiam dolor.
Odit delectus nostrum modi maxime voluptas accusamus. Nostrum vel inventore illum repellat iure.",True
129,129,True,1,4,5,1,낮음,"Velit corrupti facere minima non repellendus. Quia architecto culpa amet quia. Inventore tempore cupiditate aliquid.
Labore eveniet reiciendis sunt impedit mollitia.
Possimus ab magni id occaecati. Molestias optio vel possimus assumenda impedit.
Possimus laudantium quidem esse. Tenetur rem nemo.",True
130,130,True,2,9,3,9,매우높음,"Ducimus reiciendis inventore error amet est. Atque soluta consequatur aliquam eveniet sit itaque.
Repellendus impedit harum repellendus sapiente doloremque voluptate illum.
Alias asperiores maiores et. Quis odit illum delectus autem eaque dolore. Sapiente placeat consectetur placeat repellendus.",True
131,131,True,3,6,5,8,보통,"Nam odio ullam ex. Perferendis ut accusamus quam necessitatibus animi architecto. Soluta impedit accusamus.
Harum dicta optio. Inventore quas dicta.
Ab magnam ipsa assumenda ad quos impedit quibusdam. Alias nostrum numquam.
Non possimus nesciunt ea omnis explicabo.",False
132,132,True,2,8,4,10,높음,"Amet molestias quidem adipisci non ipsum dolore. Eius perspiciatis possimus quisquam voluptatibus. Dolor distinctio dolor expedita cum neque corrupti optio.
Eius cum dignissimos dolores. Corporis excepturi sed officiis soluta vitae beatae. Dolore dolore dolorum.",True
133,133,True,3,7,9,10,매우높음,Maiores maiores reprehenderit veniam reprehenderit eligendi. Optio eius nesciunt omnis. Voluptate nisi non tenetur recusandae sapiente.,True
134,134,True,9,7,9,5,높음,"Ipsa quibusdam accusamus accusantium. Unde veniam aliquid debitis.
Quo modi placeat esse. Animi saepe aperiam perferendis inventore.
Delectus magnam modi repellendus necessitatibus laudantium velit. Voluptas laudantium libero quae maxime fuga.",True
135,135,True,8,1,6,4,낮음,"Dolor ipsum quod corrupti. Temporibus exercitationem dolor dolor quis ex repellendus. Itaque culpa accusamus eos soluta aliquam ipsum ducimus.
Sequi vel officia dicta. Hic architecto laborum quos nulla odit. Quam est in similique voluptatibus.",True
136,136,False,2,5,3,9,매우높음,"Quas error saepe reprehenderit. Recusandae molestiae illo architecto. Odio corporis voluptas magni odio.
Dolore quidem delectus nostrum nesciunt possimus sit. Modi facilis voluptatibus nisi recusandae eius. Assumenda architecto quam architecto fugiat quasi rem quisquam.",True
137,137,True,9,1,2,4,낮음,"Aliquam reiciendis hic odio voluptatum sunt. A explicabo officia alias odio magni.
Ratione quisquam officia. Unde dignissimos cum molestias facilis. Numquam labore adipisci dicta dicta voluptas.
Assumenda facere minus veritatis.",True
138,138,True,2,9,9,9,보통,"Quaerat veritatis fugit temporibus molestias nisi. Iure nostrum magni fugit rerum.
Nulla expedita ratione. Laborum nam quod distinctio nostrum error. Sunt doloremque rerum vel illum doloribus.",True
139,139,True,3,10,2,6,매우높음,"Possimus nesciunt quo cupiditate. Aut similique minima eaque voluptate.
Nobis nostrum aut laborum. Veritatis officiis suscipit facere placeat perspiciatis in.
Esse consectetur eligendi velit autem quidem. Libero exercitationem repudiandae nulla eum maiores. Delectus in excepturi nemo explicabo.",True
140,140,False,10,1,2,6,낮음,"Deleniti minima similique deleniti eius ipsum ipsum animi. Fugiat ut reprehenderit.
Illum quaerat sunt.
Ratione debitis consequatur quisquam excepturi. Quis excepturi molestiae. Explicabo ex qui molestias quos quis iusto natus. Suscipit esse perspiciatis.",True
141,141,True,10,6,10,6,매우높음,"Illum error reiciendis consectetur reiciendis illo tempora molestias. Reprehenderit quisquam sed vitae. Perferendis enim id quisquam eligendi doloremque.
Perferendis cum deserunt laboriosam sed debitis molestiae magnam. Temporibus amet ullam. Quae minus distinctio praesentium sint iusto.",True
142,142,True,3,9,3,1,높음,"Suscipit deserunt reprehenderit similique perferendis. Quasi placeat sit vel blanditiis nisi. Atque at exercitationem autem sed. Similique velit sunt ea reprehenderit omnis.
Nihil numquam sint perferendis. Dicta nostrum id. Esse doloribus minus soluta recusandae.",True
143,143,True,2,4,1,9,낮음,"Quo autem vitae dolorem. Fugit eius culpa accusamus. Quos nemo facere vitae delectus error fugiat.
Vero qui atque dolorem quod suscipit. Ea aspernatur numquam laboriosam.
Autem ex quis exercitationem reiciendis animi asperiores. Dolorum quibusdam aspernatur nesciunt officiis.",True
144,144,True,3,10,2,5,보통,"Consequatur beatae esse officiis repellat consectetur. Minima ex voluptatum aliquid omnis necessitatibus ea. Odit ea eum vero.
Impedit iusto nemo nemo.
Rem maxime odio labore quidem. Minima laboriosam ad a facere optio tenetur asperiores.",True
145,145,True,3,4,5,2,매우높음,"Occaecati ducimus nihil aliquam minus vel commodi quam. Corporis perspiciatis saepe illo ipsum molestias libero.
Saepe explicabo ratione labore cumque. Beatae cum consequatur hic odio dolores hic. Dolorem debitis cupiditate dolore eius reiciendis. Autem ullam quaerat numquam vero eveniet.",True
146,146,True,2,8,9,2,낮음,"Molestiae nihil velit minima. Delectus architecto reiciendis rem voluptatum earum maxime. Facilis odio itaque.
Eaque saepe iusto porro fugit. Deleniti voluptate natus occaecati animi.",False
147,147,True,5,3,2,1,보통,"Ducimus modi facere odio veniam cumque.
Laboriosam veniam eligendi sit numquam eveniet fugiat sapiente. Modi ex cupiditate ad tempora nulla modi optio.
Perferendis laudantium tenetur. Velit accusantium nostrum velit. Natus voluptas aliquid fuga totam laborum autem.",True
148,148,True,8,6,4,10,낮음,"Laudantium omnis autem quibusdam consequatur. Beatae ut omnis magnam officia voluptas.
Omnis quos suscipit minima alias qui. Quibusdam magni mollitia tempora temporibus optio. Nihil repellat alias nulla velit.",True
149,149,True,2,8,3,1,낮음,"Veritatis exercitationem nam. Earum hic necessitatibus aspernatur nam quae.
Quisquam occaecati dolorem nostrum nihil magnam.
Quo assumenda illo facilis assumenda neque sunt distinctio. Dolorem quis voluptatem libero aperiam. Voluptates sunt ea fugiat.",True
150,150,True,2,9,6,10,낮음,"Quae recusandae eos libero ea. Corporis aut iure aliquid delectus fugit.
Laudantium excepturi quam nostrum perferendis sint. Error unde quas magnam.
Laborum suscipit molestias ducimus expedita. Occaecati non unde dolores. Totam repellat amet magnam autem cupiditate soluta assumenda.",False
151,151,True,6,4,8,1,높음,"Fugit molestiae voluptates quasi culpa. Aut quis laboriosam ad quis ut quo soluta.
Adipisci nesciunt repellat facilis. Iure illo quaerat.
Tenetur dolorem quod aliquid tempora magni. Mollitia magni mollitia unde explicabo ab. Qui saepe cumque enim nihil.",True
152,152,False,2,8,3,8,높음,"Autem nulla laborum nobis. Nostrum expedita alias iure corrupti molestias magnam. Dicta quod libero debitis nisi eveniet et quis.
Nam maiores inventore velit. Ipsa quisquam adipisci commodi dolor qui.",True
153,153,True,3,10,3,4,높음,"Officia tempore saepe doloremque.
Occaecati ab optio ipsam. Deleniti hic eveniet debitis sit ducimus.
Distinctio placeat est porro inventore sapiente explicabo. Perferendis necessitatibus omnis labore quidem a.",True
154,154,True,10,3,10,10,높음,"Veritatis id pariatur sapiente pariatur saepe optio. Ea vitae ad quis. Doloremque reprehenderit consequatur inventore architecto.
Ipsum quia aliquam doloremque quis explicabo corrupti. Et modi quibusdam in. Suscipit ratione est.",False
155,155,False,3,2,3,6,낮음,"Nisi eos sit debitis modi voluptatum. Minus a esse rerum nostrum. Nam ratione nesciunt inventore deleniti sed expedita.
Numquam libero blanditiis alias eos. Iure ducimus fugiat dicta reiciendis iste sed. Impedit eaque voluptatem repellat commodi vel.",True
156,156,True,6,4,2,1,매우높음,"Voluptates possimus quae reiciendis ullam labore molestias qui. Perferendis error harum fugiat.
Amet quae rerum asperiores laboriosam magnam voluptates. Velit vero ratione sint porro excepturi.
Earum quod officiis debitis sed. Molestiae ut ipsam ex.",True
157,157,True,5,9,3,3,매우높음,"Sit itaque voluptate non labore. Sunt quo officia minus corrupti minus placeat. Iste quidem alias hic.
Quia vel ut dolorem id consequuntur deleniti. Iusto assumenda eaque sequi blanditiis dolore quas. Esse a voluptatem mollitia dolore vitae.",True
158,158,True,4,4,8,3,낮음,"Sed architecto exercitationem porro facere animi. Est similique voluptas dolorem atque illum.
Harum dignissimos possimus enim. Neque numquam sequi dignissimos itaque. Eaque quo error veritatis possimus praesentium modi ut.",True
159,159,True,7,8,6,9,높음,"Voluptas laborum at quidem. Pariatur amet quia accusantium saepe tenetur voluptatum.
Eius facere molestiae atque. Voluptatem fuga ad facilis nulla.
Iusto pariatur qui. Ratione unde beatae tempore esse esse itaque.",True
160,160,True,2,1,1,6,높음,"Quia suscipit omnis cupiditate ullam. Odit a inventore consectetur laborum facilis. Earum facere tenetur vel natus ut.
Ea saepe et vel tempora. Voluptatum eos laboriosam nesciunt illo soluta veritatis. Voluptatibus labore ut illum quaerat.",True
161,161,True,7,1,3,6,매우높음,"Esse ducimus natus. Provident deleniti voluptates quisquam sunt. Enim impedit eligendi placeat explicabo exercitationem amet.
Earum aliquam blanditiis autem tenetur. Facere quas fugiat labore sequi laudantium voluptatibus. Sapiente quam debitis animi reiciendis eius possimus.",False
162,162,True,2,8,7,7,보통,"Optio esse voluptates quisquam. Illo vel porro sed numquam ipsum perspiciatis. Harum quam nam accusamus.
Odio modi dolore eos perspiciatis. Eveniet corrupti maxime distinctio atque officiis natus ut. Libero at fugit quo facilis labore nesciunt.",True
163,163,True,10,10,2,5,높음,"Ut laborum fugiat iure quia exercitationem delectus repudiandae. Harum quibusdam neque doloribus dolor perferendis. Veritatis aspernatur blanditiis necessitatibus.
Esse minima dolor ipsam. Totam laudantium saepe facere.",True
164,164,True,3,7,3,3,낮음,"Delectus ratione tempora incidunt debitis similique. Voluptatibus voluptate provident sapiente. Culpa corporis sed temporibus.
Libero amet non dolor. Libero provident deleniti. Aliquam aut temporibus ut.
Amet officiis veritatis. Aut reiciendis totam atque aliquid sequi.",True
165,165,True,5,4,2,5,낮음,"Nulla aperiam aut blanditiis. Perferendis facere nesciunt tempore quaerat. Officia et dicta rem sunt.
Ipsa debitis vitae facere cumque deserunt blanditiis illo. Mollitia eligendi placeat.
Fuga magnam quam fuga ea quisquam. Officiis quis expedita quas. Quasi eos magnam.",True
166,166,False,4,1,5,10,높음,"Dolor dolores cum laboriosam. Eos at quas quas enim atque deleniti.
Dicta eveniet beatae vitae. Dolorum provident laborum debitis impedit doloremque nihil vel. Tempore dolor similique.
Architecto atque corporis fuga a.
Quas praesentium doloremque.",True
167,167,False,9,9,5,8,보통,"Voluptatem porro eligendi laboriosam. Quia libero saepe voluptatem accusamus.
Veniam aspernatur sed. Quia expedita minus doloremque necessitatibus aut possimus mollitia.
Quas atque ab aliquam harum ipsum. Numquam similique suscipit occaecati aperiam. Rerum ducimus est sunt nostrum numquam.",True
168,168,True,2,8,3,4,낮음,"Dignissimos distinctio amet ullam veritatis dolorem quaerat. Mollitia laudantium molestias veritatis minus quasi. Eum laudantium at officiis modi eius illo.
Libero vero nobis tempore quibusdam quo magni.",True
169,169,True,9,9,6,6,낮음,"Mollitia dolor soluta cupiditate temporibus fuga. Odit id beatae quos.
Perferendis minima nam fugit explicabo autem est. Nihil deserunt nulla enim temporibus itaque facilis. Soluta culpa repudiandae nemo consequuntur perferendis deserunt minima.",True
170,170,True,8,2,8,3,높음,"Labore dolorem delectus quod vel. Dolore sapiente tempora illum repellendus.
Quibusdam corrupti quo aperiam commodi consectetur reprehenderit. Eius eius quae. Laboriosam minima nam delectus. Libero soluta eum debitis facilis impedit dolores.",True
171,171,True,3,7,6,7,보통,"Culpa voluptatum nisi exercitationem voluptas quibusdam. Quos quibusdam sint sint cum.
Maiores placeat ipsam laboriosam in eveniet.
Officia quisquam aliquid quam veniam esse. Iste provident voluptas qui. Quod perferendis architecto impedit adipisci aliquid.",True
172,172,True,6,3,7,3,매우높음,"Et tenetur cumque dolor error occaecati. Optio quidem quibusdam ullam eum.
Repellat dolores quidem eaque. Sequi commodi iure quis.
Velit nostrum rerum vero ab debitis. Vitae similique nisi eveniet itaque provident corporis.",True
173,173,True,10,4,9,4,높음,"Voluptatibus consequatur quasi unde perspiciatis molestiae. Asperiores iusto nihil quibusdam qui placeat magni.
Odio animi voluptas asperiores minus. Omnis doloremque dignissimos tempore exercitationem repellendus nisi.",True
174,174,True,8,6,2,2,매우높음,"Minus odio magni facere ab. Ipsa ducimus quia earum. Odio consequatur alias. Aliquid harum adipisci pariatur qui.
Totam blanditiis magni possimus sit ducimus accusantium ullam. Perspiciatis doloremque autem sunt expedita ipsa nam.",True
175,175,True,5,6,2,2,낮음,"Tempore officia culpa nihil amet sint hic. Eaque voluptate quasi quas optio vitae. Quae debitis maiores numquam sapiente enim natus.
Facilis placeat corporis. Blanditiis asperiores occaecati id non. Unde quia magnam.",True
176,176,True,7,10,4,9,보통,"Magni voluptatibus ut harum dolorum perspiciatis repudiandae. Iste reiciendis nihil ex. Tempore optio nemo ullam.
Numquam dolorum numquam reiciendis vero. Soluta maxime autem quo rerum repellat. Eius asperiores reprehenderit unde maxime.",False
177,177,True,4,10,8,5,보통,"Labore incidunt corrupti voluptatum ut. Odio assumenda minus placeat perferendis eligendi quasi.
Vero molestias nemo aliquam molestias consequatur voluptate. Fugit totam asperiores soluta laboriosam nobis cum. Cupiditate quasi earum a in aperiam delectus.",True
178,178,True,2,4,10,1,낮음,"Architecto facere explicabo. Iusto voluptatum voluptatem repellendus aliquam voluptates. Voluptate odit cupiditate aut sint quisquam.
Cupiditate sint sapiente minus enim porro. Labore officia nemo accusantium. Unde reiciendis autem temporibus excepturi architecto sunt culpa.",True
179,179,True,2,3,7,1,높음,"Quidem totam ratione praesentium quia eius.
Odio optio culpa dolorem voluptatum.
Minima eaque quam libero dolorum quidem. Nostrum autem assumenda quibusdam doloribus veniam voluptatibus. Praesentium quidem consectetur quo.",True
180,180,True,2,8,2,7,낮음,"Aliquam dignissimos similique. Distinctio aliquid ab quidem quod velit corrupti nemo.
Dolores officia facere. Alias dolorem sint expedita fugiat quidem iure.
Laborum suscipit vero culpa laudantium id. Soluta quisquam repudiandae minima. Natus aliquam ea quisquam alias animi rem.",True
181,181,True,9,10,1,6,매우높음,"Atque pariatur quam ipsam iste eaque. Nam molestias possimus esse itaque. Necessitatibus inventore vero illum iusto.
Numquam quasi nisi totam repellat dolor voluptates similique.
Repudiandae aperiam soluta. Numquam temporibus illo exercitationem officiis deserunt ipsam.",True
182,182,True,7,4,6,6,매우높음,"Cupiditate reprehenderit doloribus magni ipsum fuga error. Architecto minus numquam necessitatibus eveniet modi occaecati.
Ab cupiditate eligendi consequuntur. Expedita facilis debitis dicta. Consequuntur officiis quidem vel nulla maxime.",False
183,183,True,10,2,8,2,보통,"Expedita eaque deleniti ipsum aspernatur cum enim. Aperiam dolores quod eos.
Deserunt amet iure nisi necessitatibus. Odio asperiores tempora impedit excepturi accusamus. Amet nam minus sit blanditiis magni ipsa.",True
184,184,True,10,3,5,10,낮음,"Quod quia illum neque commodi quia nam natus. Dolores totam hic accusantium.
Molestias perspiciatis quam. Blanditiis quas provident fugit molestiae. Quaerat adipisci vitae ea eaque.
Optio magnam tempore aspernatur voluptas cumque. Minus sequi vitae quod commodi impedit laudantium.",True
185,185,True,1,3,4,4,낮음,"Quisquam totam numquam saepe mollitia dolore. Dignissimos dolor ipsam enim.
Explicabo quaerat vel ut. At voluptas ratione velit quisquam.
Repellendus ex aliquid voluptatum dicta voluptatibus.",True
186,186,True,8,1,8,7,매우높음,"Nisi culpa ducimus alias. Eligendi quidem rerum magnam minus nostrum animi. Quis dolor magni libero. Suscipit ducimus dignissimos explicabo.
Rerum soluta cupiditate repudiandae dignissimos.
Alias omnis aut mollitia explicabo animi eum. Libero magnam facere.",False
187,187,True,1,1,9,7,매우높음,"Possimus adipisci veniam cum illum ducimus hic. Velit ullam voluptatem consequuntur laboriosam esse itaque. Minima iure exercitationem dolorem tempora velit consectetur. Id odit architecto corporis fugit.
Quam veniam nemo nam quos cumque labore quaerat.",True
188,188,True,5,4,8,7,매우높음,"Aspernatur quis unde ad. Non reprehenderit velit voluptate tempore explicabo laborum. Quas error voluptatum sit assumenda esse consequuntur.
Aliquam tempora aliquam iste. Nostrum sapiente iure vel inventore. Illum reprehenderit eius facilis quibusdam. Pariatur consectetur maxime itaque molestiae.",False
189,189,True,3,6,7,3,높음,"Impedit cupiditate eos eaque assumenda distinctio deserunt maxime.
Dolor labore deserunt. Laborum officiis minus dolores doloribus odio.
Maxime quisquam fugiat et accusantium expedita ratione. Consectetur eaque provident deleniti exercitationem quaerat quaerat atque. Dicta animi eos in.",True
190,190,True,1,2,6,2,높음,"Sapiente eligendi aliquam ipsam ipsa perferendis. Voluptas commodi labore nemo odit eum error cumque. Voluptas reprehenderit laudantium.
Laborum libero enim similique rerum accusantium. Laboriosam voluptates aut modi eos explicabo. Modi nemo enim nobis quasi.",True
191,191,True,5,9,5,8,매우높음,"Aliquam occaecati iusto nam dolore. Atque autem mollitia earum. Provident quidem beatae aliquid veniam.
Id molestias soluta autem neque voluptatibus porro. Itaque debitis ipsa eaque. Error nisi est mollitia.",True
192,192,True,9,7,6,1,보통,"Quisquam dolores nisi recusandae at cupiditate doloremque. Animi nulla totam aliquam modi. Porro molestias iure.
Itaque temporibus sequi occaecati aperiam consectetur. Veritatis cum dolore corporis atque facilis consequuntur. Maxime eaque quam sunt itaque.",True
193,193,True,10,2,6,7,낮음,Error esse natus temporibus nam blanditiis dignissimos. Fugit praesentium modi iste quibusdam magnam cum. Commodi quae doloremque ratione eveniet aliquam.,False
194,194,True,9,4,2,6,낮음,"Sed deleniti dicta consectetur pariatur expedita temporibus. Sequi delectus nostrum suscipit.
Repudiandae cum laborum temporibus adipisci. Commodi vitae officia quo aspernatur distinctio. Corporis in distinctio vitae molestiae.
Ratione accusamus voluptatum veniam.",True
195,195,True,1,3,1,3,낮음,"Eveniet reprehenderit hic hic nulla. Odio rem eligendi ipsum ipsam dolores quidem.
Cumque mollitia natus animi iure. Ipsum iure ipsam placeat eveniet placeat maiores. Quos vitae quae possimus illum labore.",False
196,196,True,2,7,5,2,낮음,"Eveniet expedita voluptate exercitationem. Fugit corporis totam maxime nostrum quasi soluta porro.
Velit hic deserunt unde labore.
Numquam eius fugiat earum. Aspernatur incidunt quo repellat omnis voluptate repudiandae.",True
197,197,True,8,1,9,8,높음,"Provident non consequuntur recusandae. In similique ab exercitationem iure pariatur repellendus. Aperiam itaque quibusdam sed quos quasi eveniet.
Aliquam velit quisquam quaerat delectus alias eligendi sed. Sit ipsum officiis hic dicta. Ex aspernatur sapiente natus fugiat ea ea temporibus.",True
198,198,True,9,5,8,3,높음,"Ipsa nesciunt saepe eligendi. Suscipit quos a magnam tempore.
Unde soluta debitis. Est nulla quos occaecati optio. Sed aut est excepturi voluptates ipsum recusandae earum.
Esse quasi aliquid incidunt. Recusandae minima dicta omnis quaerat.",True
199,199,True,2,2,4,8,높음,"Corrupti rerum aliquid ducimus. Quisquam quia facere molestiae praesentium rerum perferendis. Sequi eligendi iure corrupti commodi architecto fuga. Alias dicta debitis.
Pariatur repellendus non soluta temporibus autem. Illum facere corrupti.",True
200,200,True,9,3,1,9,보통,"Delectus non repellat culpa. Accusamus impedit fuga voluptates saepe nesciunt incidunt.
Distinctio adipisci reiciendis ea ratione. Libero consectetur nemo pariatur quasi doloremque vel accusantium. Totam aut cum voluptatem sunt iste.",True
