record_id,owner,result,created_at,game_type
500,40,무승부,2024-12-28 14:25:14.082784,PvP
501,149,승리,2025-03-29 09:05:00.018440,PvE
502,13,패배,2025-02-10 17:12:53.441227,이벤트
503,195,무승부,2025-04-10 09:20:30.840960,퀘스트
504,68,승리,2025-04-19 20:49:49.675749,이벤트
505,105,승리,2024-12-15 09:51:54.263791,이벤트
506,181,승리,2025-01-05 16:36:06.171420,퀘스트
507,20,승리,2025-01-30 15:47:15.958817,레이드
508,98,승리,2025-02-24 21:35:00.703159,PvE
509,291,패배,2025-05-22 04:34:51.521869,이벤트
510,8,승리,2025-05-23 04:26:24.304288,퀘스트
511,184,무승부,2025-01-28 02:59:38.445628,이벤트
512,68,승리,2024-12-14 23:25:32.161675,퀘스트
513,234,무승부,2025-04-02 03:07:02.295984,레이드
514,77,패배,2025-01-28 18:55:23.528947,이벤트
515,222,무승부,2025-04-04 06:50:51.862947,이벤트
516,180,패배,2025-04-14 16:11:38.692645,PvE
517,242,무승부,2025-03-13 09:18:10.159719,PvP
518,62,패배,2025-05-22 02:44:03.789202,퀘스트
519,54,무승부,2025-05-15 06:10:44.835508,PvP
520,204,무승부,2025-05-11 23:40:38.443468,퀘스트
521,261,승리,2025-04-30 17:12:31.619437,PvE
522,265,패배,2025-04-30 23:05:06.623338,이벤트
523,145,무승부,2025-01-16 09:01:25.549061,이벤트
524,30,승리,2024-12-12 10:31:28.725107,퀘스트
525,27,승리,2025-04-09 13:51:38.886103,PvE
526,96,패배,2025-03-19 21:36:40.492784,이벤트
527,115,무승부,2025-02-12 05:05:05.452944,레이드
528,36,패배,2024-12-28 17:11:57.859010,이벤트
529,60,패배,2025-04-10 04:45:04.546230,퀘스트
530,82,패배,2025-02-09 23:51:51.086907,이벤트
531,176,승리,2025-01-24 18:36:23.706972,레이드
532,221,무승부,2025-04-30 23:22:13.163370,PvP
533,49,승리,2025-05-30 13:29:48.285777,PvE
534,133,패배,2025-03-03 03:39:32.920132,PvE
535,200,패배,2025-02-18 10:04:24.056412,이벤트
536,46,무승부,2025-02-16 04:13:18.421808,퀘스트
537,252,패배,2025-05-18 11:39:49.218859,퀘스트
538,98,승리,2024-12-16 18:30:22.911984,레이드
539,101,무승부,2025-04-10 20:42:06.878224,PvP
540,110,패배,2025-04-29 18:18:00.441028,이벤트
541,140,승리,2024-12-20 21:07:03.684491,레이드
542,262,승리,2025-05-30 19:51:13.548841,PvP
543,12,패배,2025-02-10 10:04:45.642190,퀘스트
544,261,승리,2025-03-27 09:01:37.140968,퀘스트
545,298,패배,2025-03-22 22:54:17.401439,PvP
546,294,패배,2024-12-16 12:29:48.297950,이벤트
547,127,승리,2025-01-24 02:54:59.295504,PvE
548,276,패배,2025-05-14 10:25:17.498578,레이드
549,300,승리,2024-12-02 18:50:36.531963,PvE
550,137,무승부,2025-01-30 02:25:16.817369,퀘스트
551,193,승리,2025-03-26 15:10:46.235013,퀘스트
552,169,무승부,2025-02-01 20:07:41.112282,퀘스트
553,194,승리,2025-05-03 12:02:32.297228,레이드
554,19,패배,2025-04-12 00:47:08.925003,레이드
555,273,승리,2025-04-29 22:57:39.234704,레이드
556,70,승리,2025-05-25 07:25:21.209817,PvE
557,200,무승부,2025-03-08 23:42:15.736495,퀘스트
558,14,무승부,2024-12-30 17:45:27.582737,퀘스트
559,8,무승부,2025-01-05 03:00:28.180297,이벤트
560,269,패배,2025-02-18 10:53:01.744740,PvE
561,80,패배,2025-05-03 10:42:17.808548,레이드
562,54,패배,2025-04-25 05:02:34.017779,PvE
563,211,승리,2024-12-15 23:16:21.020156,이벤트
564,52,무승부,2025-05-27 17:43:34.930066,레이드
565,158,무승부,2025-01-30 11:41:39.164680,레이드
566,187,패배,2024-12-27 11:40:54.257476,레이드
567,128,패배,2024-12-02 07:00:33.635119,퀘스트
568,261,승리,2025-01-20 03:34:39.840138,PvP
569,140,승리,2024-12-04 09:29:50.233572,퀘스트
570,213,승리,2025-03-25 08:01:39.565903,PvP
571,101,승리,2024-12-24 01:27:15.386410,이벤트
572,75,승리,2025-04-28 03:19:20.230739,이벤트
573,89,승리,2025-03-26 15:24:29.991408,PvP
574,169,승리,2025-01-14 00:20:38.522074,PvE
575,212,패배,2025-04-13 16:43:43.971951,PvE
576,182,패배,2025-02-23 18:06:28.304110,PvP
577,202,무승부,2025-01-05 02:43:07.377742,PvP
578,233,무승부,2025-03-24 17:28:58.299205,PvE
579,247,패배,2025-06-02 03:41:10.484069,레이드
580,243,무승부,2025-04-13 07:06:22.329909,PvP
581,38,패배,2025-05-15 06:09:53.421814,이벤트
582,165,승리,2025-02-06 17:52:00.677775,퀘스트
583,11,패배,2025-03-03 12:33:22.774790,레이드
584,124,승리,2025-05-23 18:12:36.395280,퀘스트
585,251,승리,2025-03-02 06:37:58.501094,퀘스트
586,139,승리,2025-05-22 00:40:04.696841,레이드
587,201,승리,2025-03-28 19:36:33.580096,이벤트
588,248,패배,2025-02-16 20:12:31.348410,이벤트
589,261,무승부,2025-05-03 18:02:39.164536,PvP
590,15,승리,2025-04-24 22:39:13.713509,퀘스트
591,292,승리,2025-01-24 01:54:05.810809,이벤트
592,165,패배,2025-05-24 09:26:04.628120,레이드
593,286,승리,2025-03-18 00:36:11.118794,PvE
594,236,패배,2025-03-09 15:40:53.622229,이벤트
595,209,패배,2024-12-14 17:57:03.952510,PvP
596,277,무승부,2025-02-10 17:38:18.799978,PvP
597,201,승리,2025-03-20 23:56:30.248203,레이드
598,156,무승부,2025-05-03 01:56:27.083215,이벤트
599,71,패배,2025-03-06 04:55:28.797915,레이드
600,105,승리,2025-02-23 15:42:42.980716,이벤트
601,62,승리,2025-04-15 01:12:41.384661,PvE
602,248,패배,2025-03-16 13:34:43.215309,레이드
603,85,승리,2025-03-16 13:56:55.622239,이벤트
604,6,패배,2025-02-02 05:50:39.739061,PvP
605,61,승리,2025-02-02 00:39:17.195798,퀘스트
606,206,패배,2025-04-15 10:39:40.369657,이벤트
607,103,패배,2025-05-20 10:49:58.380300,레이드
608,36,패배,2025-03-21 08:44:53.307954,퀘스트
609,54,패배,2025-04-13 08:20:36.306913,이벤트
610,91,승리,2025-02-16 11:50:30.648849,퀘스트
611,285,승리,2025-01-30 05:08:20.450060,이벤트
612,203,무승부,2024-12-29 23:44:54.478966,퀘스트
613,196,승리,2025-01-18 16:48:56.434444,레이드
614,75,승리,2025-01-17 13:05:24.915406,퀘스트
615,219,승리,2024-12-09 02:24:26.496748,PvE
616,136,패배,2025-01-30 23:26:35.886750,퀘스트
617,287,패배,2025-01-22 10:50:58.546544,PvP
618,28,무승부,2025-02-25 06:42:44.461266,이벤트
619,180,승리,2025-02-15 17:01:51.863333,PvE
620,278,승리,2025-03-08 13:35:27.606445,PvP
621,264,승리,2025-04-29 11:56:49.839263,PvP
622,56,승리,2025-05-16 22:08:13.744866,이벤트
623,52,무승부,2025-02-23 10:35:48.827597,PvP
624,175,승리,2025-02-09 21:39:09.921672,레이드
625,29,승리,2024-12-05 17:19:37.926456,PvP
626,59,승리,2025-01-23 13:27:04.983082,퀘스트
627,205,승리,2024-12-11 07:06:05.095564,레이드
628,65,무승부,2025-01-25 11:13:30.410529,레이드
629,266,승리,2025-03-31 23:44:20.608293,PvE
630,215,승리,2025-01-27 01:45:41.999007,PvP
631,132,패배,2025-04-11 20:18:29.422817,PvE
632,85,승리,2025-04-09 17:40:48.047768,이벤트
633,43,무승부,2025-04-03 03:01:55.350451,퀘스트
634,157,승리,2025-05-22 06:28:29.301948,이벤트
635,130,패배,2025-02-17 03:53:28.285565,PvP
636,261,무승부,2024-12-22 03:17:49.310611,PvE
637,221,무승부,2025-03-05 01:37:46.788245,퀘스트
638,280,승리,2024-12-26 04:48:45.083179,이벤트
639,37,승리,2024-12-20 21:34:52.693725,PvP
640,61,승리,2024-12-03 02:39:53.421256,이벤트
641,82,승리,2025-01-28 13:47:38.749901,PvP
642,69,무승부,2025-01-26 22:16:18.113603,레이드
643,156,패배,2025-02-26 22:00:32.665114,PvE
644,40,무승부,2024-12-30 02:19:58.021993,레이드
645,10,패배,2025-05-01 08:42:01.318246,PvP
646,3,승리,2025-05-03 15:01:35.719109,이벤트
647,236,패배,2025-05-22 21:26:11.655920,레이드
648,100,패배,2024-12-25 10:46:18.295404,이벤트
649,41,무승부,2025-03-11 05:39:05.971561,PvE
650,57,패배,2025-05-15 14:21:20.884578,퀘스트
651,186,무승부,2025-04-09 11:37:00.841444,PvP
652,211,무승부,2025-03-17 01:24:54.906063,이벤트
653,30,패배,2025-05-03 10:46:24.324949,퀘스트
654,267,패배,2025-06-01 00:50:52.174935,PvP
655,169,패배,2024-12-23 07:17:54.867059,이벤트
656,16,승리,2024-12-04 07:41:03.870914,PvP
657,9,패배,2025-05-09 18:44:53.940462,PvP
658,165,무승부,2025-02-19 17:06:43.285140,레이드
659,18,승리,2025-04-30 04:14:21.042762,퀘스트
660,250,패배,2025-04-22 16:02:16.319812,PvP
661,3,승리,2025-01-04 18:17:59.186795,레이드
662,154,무승부,2025-01-05 13:44:16.422624,레이드
663,298,무승부,2025-01-23 22:07:56.607574,퀘스트
664,140,패배,2025-04-29 04:12:53.941581,레이드
665,240,승리,2025-01-11 12:23:12.655548,PvE
666,292,패배,2025-02-26 03:04:48.259516,PvP
667,128,승리,2024-12-05 23:51:56.157825,PvP
668,130,승리,2025-05-02 07:22:00.294653,이벤트
669,119,패배,2025-05-13 21:21:12.368694,레이드
670,208,승리,2025-05-09 15:16:13.174817,레이드
671,9,패배,2024-12-22 10:29:25.309395,퀘스트
672,94,승리,2025-01-05 15:21:08.649217,이벤트
673,105,패배,2024-12-09 21:03:03.512000,PvE
674,82,패배,2025-02-16 11:40:54.403839,레이드
675,258,승리,2025-05-20 20:08:37.587508,PvP
676,14,승리,2024-12-11 23:40:30.392783,PvP
677,279,무승부,2024-12-17 20:34:13.281848,퀘스트
678,249,패배,2025-01-22 06:55:04.212758,이벤트
679,286,무승부,2025-02-07 08:40:38.437926,PvE
680,197,무승부,2025-04-21 01:13:20.010108,PvE
681,20,무승부,2025-05-28 06:23:02.270414,PvE
682,151,무승부,2025-01-15 02:38:27.569005,레이드
683,240,무승부,2024-12-21 14:18:50.969326,레이드
684,273,승리,2025-01-03 13:54:50.121162,PvE
685,12,무승부,2025-02-03 02:17:10.838179,PvP
686,121,무승부,2025-04-15 19:46:17.697449,PvP
687,189,무승부,2025-01-10 18:52:50.267694,퀘스트
688,43,패배,2025-03-02 06:40:39.022684,PvP
689,234,패배,2025-04-26 19:31:23.752807,레이드
690,183,패배,2025-03-16 15:09:35.062130,PvE
691,280,승리,2024-12-20 09:41:29.613753,레이드
692,280,무승부,2025-03-27 05:55:49.558823,이벤트
693,83,패배,2025-01-26 02:48:12.080159,퀘스트
694,130,승리,2025-05-13 17:40:03.882451,PvE
695,52,승리,2025-01-03 19:12:56.201973,퀘스트
696,48,승리,2025-04-05 02:42:14.349668,PvE
697,201,패배,2025-04-06 05:25:17.025177,레이드
698,56,무승부,2025-04-13 02:36:48.720055,이벤트
699,179,패배,2025-04-20 08:42:04.195421,PvE
700,82,패배,2024-12-31 11:16:28.856316,퀘스트
701,192,승리,2025-05-17 02:28:12.658739,PvE
702,92,무승부,2024-12-27 07:01:29.071038,퀘스트
703,37,패배,2025-03-13 08:13:39.448344,이벤트
704,187,승리,2025-04-01 23:15:19.682534,이벤트
705,267,승리,2025-01-31 13:31:52.954297,PvE
706,79,패배,2025-02-01 10:46:18.007183,PvP
707,178,패배,2025-05-27 21:13:31.677907,PvE
708,146,무승부,2025-04-24 00:55:00.727651,PvE
709,291,무승부,2025-04-08 08:27:07.863291,PvP
710,224,패배,2025-02-24 22:58:17.109926,PvP
711,253,패배,2025-04-04 15:43:03.287456,이벤트
712,212,승리,2025-05-26 12:51:00.508004,레이드
713,287,패배,2025-03-15 12:34:01.735134,이벤트
714,3,무승부,2024-12-15 18:21:40.586100,레이드
715,246,승리,2025-05-23 14:53:38.792627,PvE
716,109,무승부,2025-05-16 07:16:55.360469,이벤트
717,264,무승부,2025-03-11 02:16:22.007308,퀘스트
718,201,패배,2024-12-19 15:23:54.189247,퀘스트
719,172,무승부,2025-02-19 01:50:35.539769,이벤트
720,224,패배,2025-03-27 03:57:50.916408,PvP
721,25,승리,2025-01-30 06:25:45.108042,이벤트
722,18,무승부,2025-04-06 16:02:15.870677,PvE
723,254,패배,2025-01-12 12:39:44.094937,PvE
724,141,승리,2025-02-12 03:44:03.655740,이벤트
725,72,승리,2025-04-27 08:43:53.795126,이벤트
726,55,무승부,2025-02-25 20:57:16.918880,이벤트
727,6,무승부,2025-03-28 19:29:01.251155,이벤트
728,206,무승부,2025-02-23 18:04:08.119684,PvE
729,50,무승부,2025-01-18 18:35:05.603276,레이드
730,209,패배,2025-03-30 16:56:33.985051,이벤트
731,17,패배,2025-04-09 12:06:42.749144,PvP
732,279,승리,2024-12-21 13:56:36.023573,퀘스트
733,281,무승부,2025-02-23 03:42:57.487107,레이드
734,8,승리,2025-04-10 05:05:35.739521,퀘스트
735,272,승리,2025-05-25 02:33:36.856178,PvE
736,265,무승부,2025-04-22 14:20:06.791542,PvP
737,51,패배,2025-04-10 17:52:56.215352,레이드
738,258,승리,2025-03-23 12:15:54.087373,이벤트
739,86,승리,2024-12-19 08:43:50.793645,PvE
740,63,승리,2025-04-15 00:03:12.007719,퀘스트
741,251,패배,2024-12-15 12:19:05.167334,레이드
742,129,무승부,2025-04-01 03:43:51.761163,퀘스트
743,158,패배,2025-01-11 11:28:26.441818,PvE
744,79,승리,2024-12-20 12:25:27.011453,이벤트
745,102,패배,2025-04-02 23:39:29.946387,퀘스트
746,24,승리,2025-04-25 14:41:19.909735,이벤트
747,138,무승부,2024-12-29 12:24:00.046111,PvP
748,23,승리,2025-05-05 19:23:09.554738,PvP
749,198,무승부,2024-12-15 02:14:26.375533,PvP
750,258,패배,2025-03-14 03:52:42.087595,레이드
751,162,승리,2025-02-18 15:07:44.049781,퀘스트
752,142,패배,2025-02-26 15:48:05.232966,퀘스트
753,188,무승부,2025-05-15 01:23:46.402097,이벤트
754,131,승리,2025-01-16 13:24:36.616903,PvE
755,83,무승부,2025-02-09 23:48:12.770438,PvP
756,11,무승부,2025-02-03 23:03:54.992034,PvP
757,273,무승부,2025-01-05 11:06:49.289513,PvP
758,6,승리,2024-12-02 23:47:39.869964,레이드
759,41,무승부,2025-04-07 05:21:37.593702,이벤트
760,210,승리,2025-02-24 17:07:14.370711,퀘스트
761,231,승리,2025-03-10 10:16:07.818156,이벤트
762,145,패배,2024-12-31 06:30:11.555507,레이드
763,232,승리,2025-06-01 15:50:59.763602,PvP
764,192,무승부,2025-01-09 21:19:42.328619,PvE
765,174,무승부,2025-03-27 22:11:20.747785,PvP
766,57,승리,2025-03-30 19:16:52.248443,레이드
767,122,패배,2025-03-14 09:35:57.642389,이벤트
768,16,패배,2025-04-25 05:46:43.896709,레이드
769,187,승리,2025-04-08 17:42:19.062057,PvP
770,234,패배,2025-02-16 10:10:28.181831,레이드
771,242,패배,2025-03-06 09:21:52.596256,이벤트
772,16,패배,2024-12-15 08:28:27.258785,레이드
773,10,무승부,2025-04-26 11:39:21.890386,PvE
774,255,승리,2024-12-27 02:43:53.369164,퀘스트
775,229,승리,2024-12-16 10:55:10.855247,이벤트
776,158,무승부,2025-03-19 21:29:36.182374,PvE
777,106,무승부,2025-05-15 05:48:28.415322,PvP
778,27,패배,2025-03-05 16:23:41.870348,레이드
779,126,승리,2025-03-24 06:32:46.770642,레이드
780,106,승리,2025-05-23 20:11:15.409877,이벤트
781,279,패배,2025-05-15 13:24:21.474169,PvE
782,231,패배,2025-04-27 16:36:41.510713,PvP
783,88,승리,2025-04-12 08:17:21.775414,PvE
784,130,승리,2025-02-01 19:27:40.596753,PvE
785,225,패배,2025-02-12 11:03:02.392330,퀘스트
786,59,패배,2025-02-18 17:19:19.865044,퀘스트
787,89,승리,2025-03-26 16:46:39.923810,PvE
788,178,승리,2025-01-11 15:29:25.305902,레이드
789,85,승리,2025-02-24 20:17:46.638749,이벤트
790,171,승리,2025-05-25 13:27:07.898638,레이드
791,229,무승부,2025-01-01 16:26:34.304886,퀘스트
792,55,패배,2025-05-01 15:25:43.914461,PvE
793,296,패배,2024-12-22 07:40:16.529258,이벤트
794,172,패배,2025-05-15 14:51:56.948578,퀘스트
795,110,승리,2025-05-06 12:59:10.914494,PvP
796,16,무승부,2025-03-26 15:59:46.318789,PvP
797,132,승리,2025-01-14 00:48:08.979477,PvP
798,24,패배,2024-12-11 18:37:19.613667,레이드
799,79,승리,2025-01-28 08:57:01.718051,이벤트
800,159,승리,2025-01-17 10:41:34.871678,레이드
801,185,승리,2025-04-13 11:14:39.920820,퀘스트
802,153,패배,2025-02-13 13:24:35.331042,PvP
803,244,승리,2025-01-05 00:26:00.798008,PvP
804,212,무승부,2025-01-22 21:15:42.373254,레이드
805,94,패배,2025-03-26 12:57:29.751238,레이드
806,286,무승부,2025-05-14 16:46:28.221985,PvE
807,217,패배,2025-04-27 17:52:23.719031,PvE
808,293,무승부,2024-12-26 21:51:25.243797,PvP
809,262,패배,2025-02-18 02:30:35.263766,레이드
810,20,패배,2025-05-28 02:47:12.077077,이벤트
811,211,무승부,2024-12-20 10:29:29.611130,레이드
812,231,패배,2025-04-24 10:30:44.852809,이벤트
813,161,무승부,2025-01-06 18:09:44.470614,PvE
814,239,승리,2025-04-08 03:57:06.624527,PvE
815,78,무승부,2024-12-08 23:59:57.954978,PvP
816,148,승리,2025-05-20 09:14:26.149216,퀘스트
817,128,승리,2025-01-11 17:07:35.947562,퀘스트
818,126,무승부,2025-03-15 08:11:45.044766,이벤트
819,168,승리,2024-12-18 20:05:20.897608,이벤트
820,65,패배,2025-04-02 06:25:28.183168,PvP
821,254,패배,2025-04-10 01:47:47.559066,레이드
822,19,승리,2025-05-28 14:06:15.740528,PvP
823,182,패배,2025-05-02 21:36:10.931025,퀘스트
824,126,패배,2025-04-01 06:09:00.237462,레이드
825,110,승리,2025-02-13 07:33:32.304521,PvP
826,55,패배,2024-12-21 11:46:00.649038,PvP
827,61,무승부,2025-02-04 04:29:47.073784,퀘스트
828,99,패배,2025-01-21 21:45:40.880550,PvP
829,3,패배,2025-03-05 14:37:25.280164,이벤트
830,58,무승부,2025-01-02 16:39:17.768946,레이드
831,273,무승부,2025-03-13 07:03:27.558550,PvE
832,181,승리,2024-12-18 02:50:48.014583,레이드
833,150,패배,2024-12-21 00:09:12.436387,PvP
834,79,승리,2025-03-30 13:10:06.880398,PvP
835,270,패배,2025-02-10 11:52:41.056962,레이드
836,157,승리,2025-05-21 23:00:53.202179,PvE
837,146,무승부,2024-12-05 09:47:35.080408,레이드
838,125,무승부,2025-01-02 23:45:14.398980,PvP
839,27,무승부,2025-03-10 17:02:47.359106,퀘스트
840,189,승리,2025-02-26 23:36:21.385393,레이드
841,118,승리,2025-05-10 16:09:33.341641,PvE
842,162,승리,2025-03-19 04:21:17.527106,퀘스트
843,111,무승부,2025-03-21 20:22:11.787259,PvP
844,210,무승부,2025-03-24 18:17:44.362407,PvP
845,288,승리,2025-05-28 17:37:27.773481,PvP
846,19,무승부,2025-04-23 12:43:45.423603,레이드
847,242,무승부,2025-03-02 09:45:32.859032,이벤트
848,107,무승부,2025-02-17 03:51:43.829210,이벤트
849,129,패배,2024-12-19 19:45:47.951313,이벤트
850,66,승리,2025-05-06 23:54:09.839056,이벤트
851,295,승리,2025-05-15 15:23:34.289418,레이드
852,12,승리,2025-04-08 23:48:31.129446,PvP
853,156,패배,2025-05-03 22:06:16.945117,PvE
854,283,무승부,2024-12-17 10:56:52.211149,퀘스트
855,116,승리,2025-03-01 00:36:12.101823,퀘스트
856,162,패배,2025-03-25 18:55:35.699532,이벤트
857,66,패배,2025-04-18 22:49:07.347549,PvP
858,167,패배,2025-02-03 07:12:51.818906,레이드
859,210,무승부,2025-01-15 05:26:51.410063,PvE
860,300,승리,2024-12-24 16:19:13.317314,이벤트
861,34,승리,2025-05-02 05:05:46.404467,이벤트
862,296,패배,2025-03-15 17:14:08.746623,이벤트
863,142,무승부,2025-04-19 18:22:14.656802,이벤트
864,253,승리,2025-04-01 10:37:52.913672,PvP
865,292,패배,2024-12-09 05:39:31.931465,레이드
866,173,패배,2025-05-18 12:51:51.478132,PvP
867,240,승리,2025-01-18 05:00:26.912470,PvE
868,101,무승부,2025-04-07 03:45:43.469906,PvE
869,75,승리,2025-03-11 16:47:16.299628,PvP
870,277,패배,2025-03-27 18:22:06.013528,이벤트
871,222,패배,2025-03-30 14:05:01.404899,PvE
872,116,승리,2024-12-09 03:15:25.174297,PvE
873,128,패배,2024-12-09 10:19:05.301955,이벤트
874,30,패배,2025-03-20 15:01:30.254798,이벤트
875,288,패배,2025-01-08 19:01:35.422224,PvP
876,104,패배,2025-02-13 19:53:11.725083,이벤트
877,29,승리,2025-02-18 11:50:23.143459,레이드
878,240,승리,2025-05-14 09:53:01.260952,PvE
879,213,승리,2025-02-04 22:42:04.961609,PvE
880,256,패배,2025-03-05 12:10:57.290647,레이드
881,56,무승부,2025-03-24 16:50:22.848068,퀘스트
882,83,승리,2025-03-03 09:03:20.905954,퀘스트
883,176,승리,2025-03-09 07:49:03.811487,이벤트
884,72,무승부,2025-04-23 08:52:09.856243,이벤트
885,175,무승부,2025-04-17 18:03:21.055911,이벤트
886,60,패배,2025-04-08 10:36:23.929648,레이드
887,237,패배,2025-06-01 03:03:11.502628,레이드
888,236,패배,2025-05-20 13:02:04.321716,PvP
889,95,승리,2025-04-14 20:35:33.436909,PvE
890,34,승리,2025-03-06 17:08:49.435626,퀘스트
891,226,무승부,2025-05-17 01:00:52.331388,퀘스트
892,217,승리,2025-01-31 23:06:22.980698,퀘스트
893,72,승리,2024-12-23 16:51:35.477706,레이드
894,49,무승부,2025-01-23 00:01:33.292727,PvE
895,233,무승부,2025-02-23 04:59:30.914785,퀘스트
896,71,패배,2025-03-17 17:30:14.681261,PvE
897,296,승리,2025-01-01 02:48:40.827613,PvE
898,18,승리,2025-05-12 01:31:03.631373,PvE
899,106,무승부,2025-02-11 04:12:30.241035,레이드
900,248,패배,2025-01-28 04:32:03.326599,레이드
