analytics_id,q1,accepted_answer_id,updated_at,response_time_avg,tags,bookmark_count,share_count
289,289,,2025-03-06 20:05:06.154315,47,"['asperiores', 'accusantium', 'nam']",33,15
290,290,34.0,2025-04-19 08:01:46.881312,4,"['natus', 'nesciunt', 'placeat', 'consequatur', 'harum']",32,13
291,291,1.0,2025-03-17 09:13:04.311932,29,"['occaecati', 'animi']",16,19
292,292,100.0,2025-05-25 17:51:24.613496,53,"['iure', 'rerum', 'tempore', 'numquam', 'animi']",13,9
293,293,,2025-04-06 10:32:28.503906,38,"['maiores', 'similique', 'reiciendis', 'doloremque']",16,19
294,294,23.0,2025-03-14 04:52:42.623738,19,"['commodi', 'ullam', 'quia', 'odit', 'hic']",47,7
295,295,,2025-05-29 18:57:59.864102,17,"['laboriosam', 'molestias', 'adipisci']",17,16
296,296,,2025-04-22 11:12:28.766445,38,"['repellat', 'voluptatibus']",22,11
297,297,70.0,2025-05-12 23:28:53.430878,1,"['magnam', 'ullam', 'praesentium', 'earum', 'doloremque']",3,5
298,298,8.0,2025-04-13 01:47:06.932558,57,"['nulla', 'distinctio', 'incidunt', 'atque']",32,7
299,299,,2025-04-06 21:37:19.450369,8,"['repellendus', 'illo', 'ipsam']",15,7
300,300,2.0,2025-05-28 06:36:52.920066,48,['quidem'],23,8
