reward_id,project_id,reward_amount,reward_tier,delivery_date,message
224,19,723615,VIP,2025-06-08 21:30:50.502661,Commodi sequi occaecati.
225,11,804386,슈퍼후원,2025-06-09 09:54:35.024398,Sunt recusandae animi libero blanditiis libero fuga.
226,16,856600,일반,2025-06-10 06:17:57.571166,Tempore mollitia fugiat non illo vero modi mollitia. Dolor cupiditate nam omnis iusto.
227,15,127457,슈퍼후원,2025-06-12 00:08:11.288350,"Cum tempora ducimus ipsam.
Cupiditate occaecati velit ex facere eaque."
228,13,590944,VIP,2025-06-11 13:15:45.690994,Sequi consectetur ut. Dolores dignissimos aspernatur.
229,8,943465,일반,2025-06-07 20:59:11.677964,Architecto mollitia officiis quisquam. Cum mollitia rerum.
230,5,999581,VIP,2025-06-10 14:04:03.791166,Ab iure id magnam doloribus ab atque.
231,16,61182,얼리버드,2025-06-08 02:27:20.806024,Iusto enim aperiam sint facere nulla. Optio sunt pariatur doloribus perspiciatis similique id.
232,6,419392,VIP,2025-06-07 12:18:38.097006,Quo corporis harum omnis. Praesentium tempore quidem veritatis reprehenderit praesentium laborum.
233,28,177273,슈퍼후원,2025-06-08 01:58:12.986386,Corrupti cumque natus quos debitis corporis quis.
234,17,8577,VIP,2025-06-11 01:07:32.628681,Cum in recusandae amet. Laborum repudiandae nostrum.
235,12,763853,슈퍼후원,2025-06-07 19:30:29.265916,Dolorem eaque dolorem fugiat. Aliquam temporibus animi iusto.
236,6,973081,일반,2025-06-12 01:52:15.580086,Ex beatae ducimus voluptatibus officiis.
237,8,736454,슈퍼후원,2025-06-10 09:45:17.379354,Delectus perferendis reiciendis velit voluptatem quia ex. Nostrum sed enim provident omnis nisi at.
238,10,572464,VIP,2025-06-06 09:49:11.367999,Error animi quis quisquam. In error esse mollitia aliquid eligendi reiciendis tempore.
239,29,13022,얼리버드,2025-06-08 02:21:26.916167,Dolores occaecati odio quo.
240,8,560511,얼리버드,2025-06-09 17:52:16.808874,Itaque doloremque facilis id ex.
241,14,946272,얼리버드,2025-06-06 18:58:04.665793,Debitis dolorum fugit neque. Cupiditate incidunt ab.
242,16,164281,얼리버드,2025-06-07 07:03:31.602226,Omnis accusamus explicabo nesciunt quasi sed laborum deserunt. Expedita aperiam numquam quod.
243,20,651550,일반,2025-06-11 16:09:19.658904,Quo minima vitae soluta eaque possimus.
244,4,749161,VIP,2025-06-08 06:34:41.543189,Rem nulla ad molestias voluptates. Ipsam exercitationem deleniti unde quam corrupti sed.
245,1,744888,일반,2025-06-10 16:14:40.007459,Sint quia numquam. Neque architecto maxime minima.
246,5,771497,얼리버드,2025-06-06 17:08:30.146012,Corrupti porro neque quod. Itaque dicta facilis dolorem perspiciatis porro repellendus.
247,7,845115,VIP,2025-06-09 21:17:03.433134,Facilis voluptas est ipsum cumque deleniti. Fuga soluta eaque dignissimos.
248,28,976743,VIP,2025-06-12 06:31:11.475855,Asperiores blanditiis nihil nam. Sapiente esse quos.
249,8,395714,슈퍼후원,2025-06-07 15:23:52.737297,Quia veritatis optio nobis repellat accusantium. Ex doloremque minima unde occaecati.
250,24,323976,얼리버드,2025-06-06 23:52:15.833268,Aliquid tenetur qui sunt laudantium reiciendis. Adipisci possimus assumenda debitis.
251,7,75757,일반,2025-06-11 08:58:26.284825,Sapiente qui veritatis soluta. In deserunt placeat minima possimus.
252,7,147659,일반,2025-06-08 02:12:58.557962,Explicabo suscipit cum a.
253,2,410336,슈퍼후원,2025-06-07 17:22:41.827559,Iste natus quod ratione voluptatum explicabo molestias. Error corrupti ut deleniti facilis harum.
254,7,79097,슈퍼후원,2025-06-10 11:15:16.491320,Possimus iusto cumque eum.
255,7,313446,VIP,2025-06-07 22:50:18.137677,Tempora minima neque fuga. Possimus expedita dolores asperiores fuga. Nostrum ipsam odio.
256,3,239662,VIP,2025-06-10 11:39:41.301109,Porro odio vel aut saepe. Delectus soluta dicta cupiditate neque iste aspernatur corrupti.
257,27,65602,일반,2025-06-06 11:05:48.249317,Nemo iure eaque placeat amet. Accusantium accusantium corporis assumenda dolor maiores.
258,15,529043,VIP,2025-06-06 12:25:43.049314,Doloribus culpa adipisci. Voluptatum voluptatibus iure.
259,30,469923,슈퍼후원,2025-06-07 12:07:46.675500,Beatae veritatis delectus illum voluptatum soluta harum neque.
260,30,108866,일반,2025-06-06 15:45:56.763734,Aperiam labore ea cumque a quo blanditiis expedita. Culpa recusandae consequatur. Harum et non cum.
261,10,48896,얼리버드,2025-06-11 16:08:03.081043,Fuga molestias voluptatibus possimus. In nostrum reiciendis totam consequatur.
262,15,122662,일반,2025-06-07 02:52:55.406319,Ab veritatis aliquid voluptatum earum. Accusamus eum animi sequi.
263,28,772927,얼리버드,2025-06-09 21:55:13.787214,At sed expedita optio error itaque voluptas. Recusandae illum amet adipisci consequatur.
264,26,506842,일반,2025-06-07 16:08:23.325254,Neque corrupti consequatur dolore quam.
265,23,343887,슈퍼후원,2025-06-10 22:50:40.295796,Cumque minus explicabo quas. Officiis repudiandae recusandae laudantium quos amet.
266,9,53228,VIP,2025-06-12 07:48:51.721013,"Vero magnam animi officiis animi.
Officiis a deleniti illum officiis nisi fugit."
267,13,824473,얼리버드,2025-06-06 21:15:36.980593,At necessitatibus consequuntur.
268,9,991136,슈퍼후원,2025-06-09 10:56:05.293116,Officiis aspernatur odio sunt voluptas. Alias nostrum dolore maxime recusandae placeat cupiditate.
269,15,735747,일반,2025-06-07 20:04:15.068641,Recusandae odit rem officia. Magnam odit nostrum totam dolorum veniam. Impedit et dolorem.
270,28,902301,일반,2025-06-09 17:06:44.603794,Facilis sed provident magni illum fugit repudiandae. Laborum error officia tempore quod fuga vitae.
271,14,514669,VIP,2025-06-07 02:17:05.646621,Vero occaecati vel quae recusandae.
272,14,733300,슈퍼후원,2025-06-07 19:41:57.987844,Unde nesciunt nulla quam. Quo voluptate dolorum accusamus quibusdam.
273,4,911719,슈퍼후원,2025-06-06 14:42:58.338641,Quibusdam incidunt eaque ipsa. Eos esse accusamus quod.
274,29,431161,얼리버드,2025-06-08 11:58:37.136597,Asperiores atque animi. Eveniet quod aspernatur veritatis.
275,17,877168,슈퍼후원,2025-06-10 20:32:18.100130,Neque ex maxime deleniti non rem excepturi. Velit quaerat assumenda tempore.
276,17,586711,얼리버드,2025-06-09 15:25:20.846562,Recusandae possimus fugiat delectus. Nobis libero tenetur deleniti.
277,16,858535,슈퍼후원,2025-06-11 06:20:50.167610,Quas reiciendis assumenda vero nisi. Consectetur fuga officiis nam eius. Velit amet deserunt minus.
278,21,143885,슈퍼후원,2025-06-07 05:08:38.073036,Recusandae dignissimos quam fugit blanditiis dolorum. Sint maxime beatae saepe architecto.
279,21,35425,얼리버드,2025-06-10 10:52:27.914596,Dolor rerum veritatis ullam sequi libero. Accusamus sapiente atque.
280,11,258760,VIP,2025-06-11 03:57:00.358265,Est consectetur culpa similique totam commodi.
281,16,744118,VIP,2025-06-08 22:12:38.054993,Amet expedita id a atque fugiat. Impedit cum magni sapiente.
282,2,485323,얼리버드,2025-06-09 04:40:22.732402,Ipsa reprehenderit vero ex sunt cupiditate. Iure sunt debitis amet commodi voluptatum.
283,6,610683,얼리버드,2025-06-11 05:09:43.005341,Veniam id recusandae deserunt perspiciatis. Hic debitis iure tempora ad assumenda.
284,30,973206,일반,2025-06-09 17:30:25.940622,Distinctio maiores neque a aut error. Voluptatum deserunt placeat vel itaque impedit pariatur.
285,3,125283,VIP,2025-06-08 08:23:56.815164,Voluptas necessitatibus odit nesciunt veritatis sed sit. Atque est at soluta voluptatem architecto.
286,4,590355,일반,2025-06-10 18:32:33.434250,Eligendi debitis explicabo sed. Facilis hic dolore distinctio.
287,6,439288,슈퍼후원,2025-06-10 11:58:42.986889,Consequatur nesciunt labore inventore at eaque eligendi doloremque. Quos vero nobis aliquam.
288,25,765451,일반,2025-06-06 19:36:19.965117,Deleniti labore non repudiandae quis quod. Repudiandae magni molestias.
289,17,799280,슈퍼후원,2025-06-11 13:07:36.901498,Optio expedita voluptate cupiditate repellendus sunt quo.
290,23,651321,슈퍼후원,2025-06-08 15:02:43.129632,Expedita dolor provident totam quis. Corporis voluptas doloremque ipsam libero.
291,17,33996,슈퍼후원,2025-06-08 14:49:30.255233,Dolorem earum eligendi quo incidunt voluptatum ratione. Assumenda earum sit doloribus.
292,17,316848,VIP,2025-06-08 10:21:21.669041,Qui laborum cumque. Illum voluptas sit corporis dolor. Soluta officia assumenda sed.
293,3,396753,VIP,2025-06-09 15:10:47.512460,Quidem sapiente quas illum quo. Perspiciatis delectus facilis accusantium delectus nobis.
294,24,23202,VIP,2025-06-10 08:51:35.674878,Rerum cumque repudiandae nesciunt suscipit eum inventore. Asperiores perferendis occaecati.
295,15,107729,VIP,2025-06-06 10:38:12.098344,Quod ipsa commodi voluptatem. Officiis laudantium impedit mollitia.
296,4,997864,일반,2025-06-09 20:14:58.920635,Alias voluptate harum veniam. Quos quia eligendi officiis tenetur nihil.
297,12,763035,VIP,2025-06-11 14:15:52.444199,Aliquid explicabo veritatis ut optio.
298,17,604400,슈퍼후원,2025-06-10 12:15:11.020011,Cupiditate porro iusto doloremque pariatur.
299,19,500947,일반,2025-06-07 17:56:58.791952,Ipsa sunt at. Fuga et reiciendis perspiciatis a quidem.
300,16,787877,얼리버드,2025-06-12 05:36:36.437160,Quae deleniti natus ducimus recusandae. Fuga sequi ipsa.
