record_id,owner,score,result,play_time,created_at
495,248,3956,무승부,109,2025-05-27 11:14:06.239519
496,211,3511,패배,47,2025-05-25 06:51:10.043195
497,111,9294,무승부,6,2025-01-15 23:20:30.800605
498,102,9033,무승부,27,2025-05-13 10:37:51.897781
499,117,5758,패배,92,2024-12-09 16:14:46.060785
500,40,6373,무승부,38,2024-12-28 14:25:14.082784
501,149,8499,승리,23,2025-03-29 09:05:00.018440
502,13,9000,패배,35,2025-02-10 17:12:53.441227
503,195,5970,무승부,51,2025-04-10 09:20:30.840960
504,68,8030,승리,22,2025-04-19 20:49:49.675749
505,105,1992,승리,38,2024-12-15 09:51:54.263791
506,181,4425,승리,80,2025-01-05 16:36:06.171420
507,20,9943,승리,28,2025-01-30 15:47:15.958817
508,98,4915,승리,17,2025-02-24 21:35:00.703159
509,291,6456,패배,58,2025-05-22 04:34:51.521869
510,8,3890,승리,113,2025-05-23 04:26:24.304288
511,184,5017,무승부,11,2025-01-28 02:59:38.445628
512,68,2157,승리,60,2024-12-14 23:25:32.161675
513,234,4968,무승부,80,2025-04-02 03:07:02.295984
514,77,1181,패배,81,2025-01-28 18:55:23.528947
515,222,900,무승부,53,2025-04-04 06:50:51.862947
516,180,8647,패배,110,2025-04-14 16:11:38.692645
517,242,1119,무승부,106,2025-03-13 09:18:10.159719
518,62,6670,패배,111,2025-05-22 02:44:03.789202
519,54,6514,무승부,7,2025-05-15 06:10:44.835508
520,204,7454,무승부,63,2025-05-11 23:40:38.443468
521,261,8774,승리,34,2025-04-30 17:12:31.619437
522,265,7552,패배,15,2025-04-30 23:05:06.623338
523,145,4459,무승부,86,2025-01-16 09:01:25.549061
524,30,128,승리,80,2024-12-12 10:31:28.725107
525,27,6788,승리,57,2025-04-09 13:51:38.886103
526,96,3970,패배,27,2025-03-19 21:36:40.492784
527,115,9047,무승부,24,2025-02-12 05:05:05.452944
528,36,8569,패배,60,2024-12-28 17:11:57.859010
529,60,9162,패배,44,2025-04-10 04:45:04.546230
530,82,3914,패배,99,2025-02-09 23:51:51.086907
531,176,8063,승리,58,2025-01-24 18:36:23.706972
532,221,3060,무승부,36,2025-04-30 23:22:13.163370
533,49,4859,승리,46,2025-05-30 13:29:48.285777
534,133,8582,패배,37,2025-03-03 03:39:32.920132
535,200,8133,패배,39,2025-02-18 10:04:24.056412
536,46,4569,무승부,16,2025-02-16 04:13:18.421808
537,252,6313,패배,31,2025-05-18 11:39:49.218859
538,98,2877,승리,104,2024-12-16 18:30:22.911984
539,101,9473,무승부,78,2025-04-10 20:42:06.878224
540,110,9466,패배,10,2025-04-29 18:18:00.441028
541,140,5707,승리,24,2024-12-20 21:07:03.684491
542,262,9784,승리,77,2025-05-30 19:51:13.548841
543,12,9766,패배,61,2025-02-10 10:04:45.642190
544,261,8777,승리,46,2025-03-27 09:01:37.140968
545,298,449,패배,40,2025-03-22 22:54:17.401439
546,294,8368,패배,36,2024-12-16 12:29:48.297950
547,127,4600,승리,95,2025-01-24 02:54:59.295504
548,276,7561,패배,27,2025-05-14 10:25:17.498578
549,300,3418,승리,11,2024-12-02 18:50:36.531963
550,137,1969,무승부,6,2025-01-30 02:25:16.817369
551,193,8059,승리,12,2025-03-26 15:10:46.235013
552,169,6784,무승부,100,2025-02-01 20:07:41.112282
553,194,6609,승리,57,2025-05-03 12:02:32.297228
554,19,5245,패배,88,2025-04-12 00:47:08.925003
555,273,4679,승리,110,2025-04-29 22:57:39.234704
556,70,8394,승리,60,2025-05-25 07:25:21.209817
557,200,9292,무승부,27,2025-03-08 23:42:15.736495
558,14,9624,무승부,49,2024-12-30 17:45:27.582737
559,8,2503,무승부,22,2025-01-05 03:00:28.180297
560,269,6406,패배,47,2025-02-18 10:53:01.744740
561,80,4982,패배,17,2025-05-03 10:42:17.808548
562,54,5453,패배,16,2025-04-25 05:02:34.017779
563,211,1358,승리,72,2024-12-15 23:16:21.020156
564,52,5457,무승부,13,2025-05-27 17:43:34.930066
565,158,5534,무승부,37,2025-01-30 11:41:39.164680
566,187,7816,패배,85,2024-12-27 11:40:54.257476
567,128,4223,패배,66,2024-12-02 07:00:33.635119
568,261,897,승리,116,2025-01-20 03:34:39.840138
569,140,3098,승리,44,2024-12-04 09:29:50.233572
570,213,3568,승리,64,2025-03-25 08:01:39.565903
571,101,8921,승리,69,2024-12-24 01:27:15.386410
572,75,4001,승리,91,2025-04-28 03:19:20.230739
573,89,3810,승리,98,2025-03-26 15:24:29.991408
574,169,1400,승리,22,2025-01-14 00:20:38.522074
575,212,2752,패배,16,2025-04-13 16:43:43.971951
576,182,7482,패배,47,2025-02-23 18:06:28.304110
577,202,4515,무승부,53,2025-01-05 02:43:07.377742
578,233,9021,무승부,120,2025-03-24 17:28:58.299205
579,247,6394,패배,117,2025-06-02 03:41:10.484069
580,243,5485,무승부,110,2025-04-13 07:06:22.329909
581,38,872,패배,107,2025-05-15 06:09:53.421814
582,165,3480,승리,98,2025-02-06 17:52:00.677775
583,11,6772,패배,118,2025-03-03 12:33:22.774790
584,124,5768,승리,111,2025-05-23 18:12:36.395280
585,251,9962,승리,100,2025-03-02 06:37:58.501094
586,139,6736,승리,42,2025-05-22 00:40:04.696841
587,201,8107,승리,68,2025-03-28 19:36:33.580096
588,248,2046,패배,97,2025-02-16 20:12:31.348410
589,261,9401,무승부,46,2025-05-03 18:02:39.164536
590,15,3750,승리,43,2025-04-24 22:39:13.713509
591,292,4140,승리,63,2025-01-24 01:54:05.810809
592,165,9067,패배,7,2025-05-24 09:26:04.628120
593,286,1949,승리,17,2025-03-18 00:36:11.118794
594,236,7832,패배,105,2025-03-09 15:40:53.622229
595,209,8801,패배,98,2024-12-14 17:57:03.952510
596,277,7446,무승부,92,2025-02-10 17:38:18.799978
597,201,2403,승리,98,2025-03-20 23:56:30.248203
598,156,7633,무승부,76,2025-05-03 01:56:27.083215
599,71,1909,패배,45,2025-03-06 04:55:28.797915
600,105,4626,승리,23,2025-02-23 15:42:42.980716
601,62,2831,승리,46,2025-04-15 01:12:41.384661
602,248,4629,패배,104,2025-03-16 13:34:43.215309
603,85,7284,승리,25,2025-03-16 13:56:55.622239
604,6,9957,패배,57,2025-02-02 05:50:39.739061
605,61,7089,승리,58,2025-02-02 00:39:17.195798
606,206,9158,패배,8,2025-04-15 10:39:40.369657
607,103,3954,패배,119,2025-05-20 10:49:58.380300
608,36,1901,패배,116,2025-03-21 08:44:53.307954
609,54,1444,패배,100,2025-04-13 08:20:36.306913
610,91,7398,승리,98,2025-02-16 11:50:30.648849
611,285,7375,승리,44,2025-01-30 05:08:20.450060
612,203,7047,무승부,100,2024-12-29 23:44:54.478966
613,196,9827,승리,21,2025-01-18 16:48:56.434444
614,75,6790,승리,76,2025-01-17 13:05:24.915406
615,219,7965,승리,15,2024-12-09 02:24:26.496748
616,136,3644,패배,29,2025-01-30 23:26:35.886750
617,287,5552,패배,66,2025-01-22 10:50:58.546544
618,28,9414,무승부,91,2025-02-25 06:42:44.461266
619,180,5977,승리,39,2025-02-15 17:01:51.863333
620,278,6400,승리,106,2025-03-08 13:35:27.606445
621,264,7526,승리,38,2025-04-29 11:56:49.839263
622,56,3448,승리,108,2025-05-16 22:08:13.744866
623,52,2869,무승부,76,2025-02-23 10:35:48.827597
624,175,626,승리,110,2025-02-09 21:39:09.921672
625,29,1411,승리,20,2024-12-05 17:19:37.926456
626,59,9571,승리,16,2025-01-23 13:27:04.983082
627,205,3829,승리,103,2024-12-11 07:06:05.095564
628,65,7842,무승부,105,2025-01-25 11:13:30.410529
629,266,8562,승리,17,2025-03-31 23:44:20.608293
630,215,2585,승리,46,2025-01-27 01:45:41.999007
631,132,3244,패배,54,2025-04-11 20:18:29.422817
632,85,4837,승리,55,2025-04-09 17:40:48.047768
633,43,4122,무승부,28,2025-04-03 03:01:55.350451
634,157,1278,승리,38,2025-05-22 06:28:29.301948
635,130,1384,패배,87,2025-02-17 03:53:28.285565
636,261,3209,무승부,27,2024-12-22 03:17:49.310611
637,221,4923,무승부,58,2025-03-05 01:37:46.788245
638,280,1077,승리,29,2024-12-26 04:48:45.083179
639,37,6352,승리,48,2024-12-20 21:34:52.693725
640,61,3412,승리,25,2024-12-03 02:39:53.421256
641,82,3193,승리,42,2025-01-28 13:47:38.749901
642,69,847,무승부,114,2025-01-26 22:16:18.113603
643,156,6050,패배,41,2025-02-26 22:00:32.665114
644,40,3333,무승부,34,2024-12-30 02:19:58.021993
645,10,8826,패배,25,2025-05-01 08:42:01.318246
646,3,7577,승리,102,2025-05-03 15:01:35.719109
647,236,4404,패배,47,2025-05-22 21:26:11.655920
648,100,7646,패배,118,2024-12-25 10:46:18.295404
649,41,7667,무승부,74,2025-03-11 05:39:05.971561
650,57,5352,패배,70,2025-05-15 14:21:20.884578
651,186,4302,무승부,112,2025-04-09 11:37:00.841444
652,211,8886,무승부,55,2025-03-17 01:24:54.906063
653,30,3078,패배,43,2025-05-03 10:46:24.324949
654,267,2295,패배,117,2025-06-01 00:50:52.174935
655,169,2371,패배,66,2024-12-23 07:17:54.867059
656,16,4918,승리,37,2024-12-04 07:41:03.870914
657,9,5445,패배,33,2025-05-09 18:44:53.940462
658,165,5563,무승부,116,2025-02-19 17:06:43.285140
659,18,3018,승리,63,2025-04-30 04:14:21.042762
660,250,5780,패배,91,2025-04-22 16:02:16.319812
661,3,5546,승리,66,2025-01-04 18:17:59.186795
662,154,1612,무승부,53,2025-01-05 13:44:16.422624
663,298,3789,무승부,114,2025-01-23 22:07:56.607574
664,140,3283,패배,57,2025-04-29 04:12:53.941581
665,240,1039,승리,86,2025-01-11 12:23:12.655548
666,292,3270,패배,50,2025-02-26 03:04:48.259516
667,128,8707,승리,49,2024-12-05 23:51:56.157825
668,130,1809,승리,55,2025-05-02 07:22:00.294653
669,119,9221,패배,43,2025-05-13 21:21:12.368694
670,208,3089,승리,76,2025-05-09 15:16:13.174817
671,9,3655,패배,36,2024-12-22 10:29:25.309395
672,94,8436,승리,43,2025-01-05 15:21:08.649217
673,105,3054,패배,40,2024-12-09 21:03:03.512000
674,82,8404,패배,106,2025-02-16 11:40:54.403839
675,258,4203,승리,55,2025-05-20 20:08:37.587508
676,14,2155,승리,15,2024-12-11 23:40:30.392783
677,279,6845,무승부,40,2024-12-17 20:34:13.281848
678,249,6804,패배,107,2025-01-22 06:55:04.212758
679,286,6107,무승부,69,2025-02-07 08:40:38.437926
680,197,3226,무승부,90,2025-04-21 01:13:20.010108
681,20,3623,무승부,95,2025-05-28 06:23:02.270414
682,151,196,무승부,38,2025-01-15 02:38:27.569005
683,240,5399,무승부,59,2024-12-21 14:18:50.969326
684,273,3641,승리,16,2025-01-03 13:54:50.121162
685,12,5738,무승부,6,2025-02-03 02:17:10.838179
686,121,1505,무승부,73,2025-04-15 19:46:17.697449
687,189,9770,무승부,77,2025-01-10 18:52:50.267694
688,43,8019,패배,78,2025-03-02 06:40:39.022684
689,234,8998,패배,42,2025-04-26 19:31:23.752807
690,183,113,패배,82,2025-03-16 15:09:35.062130
691,280,4957,승리,41,2024-12-20 09:41:29.613753
692,280,1201,무승부,45,2025-03-27 05:55:49.558823
693,83,2032,패배,77,2025-01-26 02:48:12.080159
694,130,8594,승리,91,2025-05-13 17:40:03.882451
695,52,5899,승리,110,2025-01-03 19:12:56.201973
696,48,3167,승리,80,2025-04-05 02:42:14.349668
697,201,3775,패배,99,2025-04-06 05:25:17.025177
698,56,4612,무승부,47,2025-04-13 02:36:48.720055
699,179,4292,패배,81,2025-04-20 08:42:04.195421
700,82,1945,패배,43,2024-12-31 11:16:28.856316
701,192,756,승리,50,2025-05-17 02:28:12.658739
702,92,954,무승부,87,2024-12-27 07:01:29.071038
703,37,3733,패배,21,2025-03-13 08:13:39.448344
704,187,8447,승리,109,2025-04-01 23:15:19.682534
705,267,206,승리,117,2025-01-31 13:31:52.954297
706,79,5416,패배,35,2025-02-01 10:46:18.007183
707,178,1710,패배,36,2025-05-27 21:13:31.677907
708,146,7507,무승부,43,2025-04-24 00:55:00.727651
709,291,7809,무승부,5,2025-04-08 08:27:07.863291
710,224,4936,패배,27,2025-02-24 22:58:17.109926
711,253,7891,패배,43,2025-04-04 15:43:03.287456
712,212,222,승리,101,2025-05-26 12:51:00.508004
713,287,3045,패배,41,2025-03-15 12:34:01.735134
714,3,1193,무승부,29,2024-12-15 18:21:40.586100
715,246,6125,승리,95,2025-05-23 14:53:38.792627
716,109,2102,무승부,65,2025-05-16 07:16:55.360469
717,264,6853,무승부,113,2025-03-11 02:16:22.007308
718,201,2435,패배,9,2024-12-19 15:23:54.189247
719,172,5258,무승부,17,2025-02-19 01:50:35.539769
720,224,646,패배,64,2025-03-27 03:57:50.916408
721,25,9876,승리,104,2025-01-30 06:25:45.108042
722,18,1261,무승부,11,2025-04-06 16:02:15.870677
723,254,5797,패배,26,2025-01-12 12:39:44.094937
724,141,3165,승리,76,2025-02-12 03:44:03.655740
725,72,5525,승리,120,2025-04-27 08:43:53.795126
726,55,2680,무승부,75,2025-02-25 20:57:16.918880
727,6,6274,무승부,42,2025-03-28 19:29:01.251155
728,206,8469,무승부,73,2025-02-23 18:04:08.119684
729,50,9154,무승부,64,2025-01-18 18:35:05.603276
730,209,3312,패배,116,2025-03-30 16:56:33.985051
731,17,9141,패배,99,2025-04-09 12:06:42.749144
732,279,7924,승리,47,2024-12-21 13:56:36.023573
733,281,7233,무승부,64,2025-02-23 03:42:57.487107
734,8,7927,승리,120,2025-04-10 05:05:35.739521
735,272,601,승리,82,2025-05-25 02:33:36.856178
736,265,3346,무승부,88,2025-04-22 14:20:06.791542
737,51,9308,패배,73,2025-04-10 17:52:56.215352
738,258,3192,승리,19,2025-03-23 12:15:54.087373
739,86,3404,승리,46,2024-12-19 08:43:50.793645
740,63,5035,승리,44,2025-04-15 00:03:12.007719
741,251,8394,패배,80,2024-12-15 12:19:05.167334
742,129,3936,무승부,107,2025-04-01 03:43:51.761163
743,158,6051,패배,38,2025-01-11 11:28:26.441818
744,79,232,승리,43,2024-12-20 12:25:27.011453
745,102,6521,패배,102,2025-04-02 23:39:29.946387
746,24,1258,승리,74,2025-04-25 14:41:19.909735
747,138,3720,무승부,16,2024-12-29 12:24:00.046111
748,23,4732,승리,51,2025-05-05 19:23:09.554738
749,198,9171,무승부,75,2024-12-15 02:14:26.375533
750,258,2814,패배,21,2025-03-14 03:52:42.087595
751,162,116,승리,22,2025-02-18 15:07:44.049781
752,142,8025,패배,27,2025-02-26 15:48:05.232966
753,188,6406,무승부,37,2025-05-15 01:23:46.402097
754,131,751,승리,56,2025-01-16 13:24:36.616903
755,83,7307,무승부,96,2025-02-09 23:48:12.770438
756,11,4811,무승부,5,2025-02-03 23:03:54.992034
757,273,1496,무승부,63,2025-01-05 11:06:49.289513
758,6,2059,승리,115,2024-12-02 23:47:39.869964
759,41,2213,무승부,92,2025-04-07 05:21:37.593702
760,210,5818,승리,7,2025-02-24 17:07:14.370711
761,231,1237,승리,109,2025-03-10 10:16:07.818156
762,145,7219,패배,83,2024-12-31 06:30:11.555507
763,232,7131,승리,92,2025-06-01 15:50:59.763602
764,192,7688,무승부,57,2025-01-09 21:19:42.328619
765,174,605,무승부,85,2025-03-27 22:11:20.747785
766,57,8062,승리,101,2025-03-30 19:16:52.248443
767,122,6120,패배,29,2025-03-14 09:35:57.642389
768,16,3660,패배,119,2025-04-25 05:46:43.896709
769,187,6142,승리,83,2025-04-08 17:42:19.062057
770,234,9447,패배,42,2025-02-16 10:10:28.181831
771,242,1282,패배,89,2025-03-06 09:21:52.596256
772,16,4205,패배,41,2024-12-15 08:28:27.258785
773,10,6724,무승부,60,2025-04-26 11:39:21.890386
774,255,428,승리,28,2024-12-27 02:43:53.369164
775,229,8037,승리,111,2024-12-16 10:55:10.855247
776,158,2941,무승부,106,2025-03-19 21:29:36.182374
777,106,6683,무승부,63,2025-05-15 05:48:28.415322
778,27,8152,패배,47,2025-03-05 16:23:41.870348
779,126,5186,승리,5,2025-03-24 06:32:46.770642
780,106,2628,승리,69,2025-05-23 20:11:15.409877
781,279,8334,패배,75,2025-05-15 13:24:21.474169
782,231,9326,패배,64,2025-04-27 16:36:41.510713
783,88,8516,승리,113,2025-04-12 08:17:21.775414
784,130,7536,승리,26,2025-02-01 19:27:40.596753
785,225,5790,패배,20,2025-02-12 11:03:02.392330
786,59,6449,패배,9,2025-02-18 17:19:19.865044
787,89,5085,승리,16,2025-03-26 16:46:39.923810
788,178,7668,승리,37,2025-01-11 15:29:25.305902
789,85,1664,승리,23,2025-02-24 20:17:46.638749
790,171,5059,승리,53,2025-05-25 13:27:07.898638
791,229,8672,무승부,42,2025-01-01 16:26:34.304886
792,55,428,패배,62,2025-05-01 15:25:43.914461
793,296,3530,패배,56,2024-12-22 07:40:16.529258
794,172,1714,패배,100,2025-05-15 14:51:56.948578
795,110,8797,승리,8,2025-05-06 12:59:10.914494
796,16,7549,무승부,29,2025-03-26 15:59:46.318789
797,132,5372,승리,36,2025-01-14 00:48:08.979477
798,24,3131,패배,44,2024-12-11 18:37:19.613667
799,79,905,승리,111,2025-01-28 08:57:01.718051
800,159,6731,승리,85,2025-01-17 10:41:34.871678
801,185,460,승리,119,2025-04-13 11:14:39.920820
802,153,2433,패배,12,2025-02-13 13:24:35.331042
803,244,9063,승리,32,2025-01-05 00:26:00.798008
804,212,3260,무승부,15,2025-01-22 21:15:42.373254
805,94,6223,패배,114,2025-03-26 12:57:29.751238
806,286,4007,무승부,55,2025-05-14 16:46:28.221985
807,217,204,패배,53,2025-04-27 17:52:23.719031
808,293,7761,무승부,116,2024-12-26 21:51:25.243797
809,262,6756,패배,37,2025-02-18 02:30:35.263766
810,20,6216,패배,11,2025-05-28 02:47:12.077077
811,211,4546,무승부,21,2024-12-20 10:29:29.611130
812,231,9041,패배,99,2025-04-24 10:30:44.852809
813,161,471,무승부,85,2025-01-06 18:09:44.470614
814,239,9574,승리,109,2025-04-08 03:57:06.624527
815,78,1403,무승부,53,2024-12-08 23:59:57.954978
816,148,2729,승리,106,2025-05-20 09:14:26.149216
817,128,7996,승리,34,2025-01-11 17:07:35.947562
818,126,3213,무승부,98,2025-03-15 08:11:45.044766
819,168,2381,승리,25,2024-12-18 20:05:20.897608
820,65,6807,패배,105,2025-04-02 06:25:28.183168
821,254,6100,패배,21,2025-04-10 01:47:47.559066
822,19,6421,승리,39,2025-05-28 14:06:15.740528
823,182,7337,패배,97,2025-05-02 21:36:10.931025
824,126,6928,패배,110,2025-04-01 06:09:00.237462
825,110,7920,승리,35,2025-02-13 07:33:32.304521
826,55,5908,패배,88,2024-12-21 11:46:00.649038
827,61,6351,무승부,96,2025-02-04 04:29:47.073784
828,99,3899,패배,114,2025-01-21 21:45:40.880550
829,3,7389,패배,38,2025-03-05 14:37:25.280164
830,58,5940,무승부,10,2025-01-02 16:39:17.768946
831,273,675,무승부,98,2025-03-13 07:03:27.558550
832,181,2494,승리,94,2024-12-18 02:50:48.014583
833,150,2992,패배,41,2024-12-21 00:09:12.436387
834,79,5860,승리,33,2025-03-30 13:10:06.880398
835,270,7639,패배,99,2025-02-10 11:52:41.056962
836,157,8689,승리,93,2025-05-21 23:00:53.202179
837,146,252,무승부,40,2024-12-05 09:47:35.080408
838,125,6553,무승부,115,2025-01-02 23:45:14.398980
839,27,5355,무승부,83,2025-03-10 17:02:47.359106
840,189,3276,승리,84,2025-02-26 23:36:21.385393
841,118,8618,승리,103,2025-05-10 16:09:33.341641
842,162,8268,승리,23,2025-03-19 04:21:17.527106
843,111,4066,무승부,36,2025-03-21 20:22:11.787259
844,210,6975,무승부,109,2025-03-24 18:17:44.362407
845,288,2676,승리,118,2025-05-28 17:37:27.773481
846,19,8975,무승부,30,2025-04-23 12:43:45.423603
847,242,2109,무승부,102,2025-03-02 09:45:32.859032
848,107,3322,무승부,86,2025-02-17 03:51:43.829210
849,129,3257,패배,31,2024-12-19 19:45:47.951313
850,66,3694,승리,35,2025-05-06 23:54:09.839056
851,295,4532,승리,38,2025-05-15 15:23:34.289418
852,12,9123,승리,96,2025-04-08 23:48:31.129446
853,156,2388,패배,74,2025-05-03 22:06:16.945117
854,283,8802,무승부,37,2024-12-17 10:56:52.211149
855,116,1235,승리,56,2025-03-01 00:36:12.101823
856,162,8324,패배,42,2025-03-25 18:55:35.699532
857,66,6948,패배,96,2025-04-18 22:49:07.347549
858,167,4229,패배,5,2025-02-03 07:12:51.818906
859,210,1156,무승부,24,2025-01-15 05:26:51.410063
860,300,728,승리,46,2024-12-24 16:19:13.317314
861,34,9546,승리,17,2025-05-02 05:05:46.404467
862,296,5419,패배,96,2025-03-15 17:14:08.746623
863,142,2403,무승부,51,2025-04-19 18:22:14.656802
864,253,3529,승리,15,2025-04-01 10:37:52.913672
865,292,6761,패배,46,2024-12-09 05:39:31.931465
866,173,6025,패배,52,2025-05-18 12:51:51.478132
867,240,4145,승리,77,2025-01-18 05:00:26.912470
868,101,578,무승부,119,2025-04-07 03:45:43.469906
869,75,449,승리,109,2025-03-11 16:47:16.299628
870,277,7957,패배,75,2025-03-27 18:22:06.013528
871,222,867,패배,5,2025-03-30 14:05:01.404899
872,116,5552,승리,67,2024-12-09 03:15:25.174297
873,128,2886,패배,115,2024-12-09 10:19:05.301955
874,30,6834,패배,13,2025-03-20 15:01:30.254798
875,288,9064,패배,46,2025-01-08 19:01:35.422224
876,104,286,패배,49,2025-02-13 19:53:11.725083
877,29,6862,승리,58,2025-02-18 11:50:23.143459
878,240,1752,승리,50,2025-05-14 09:53:01.260952
879,213,5274,승리,102,2025-02-04 22:42:04.961609
880,256,2411,패배,72,2025-03-05 12:10:57.290647
881,56,7478,무승부,34,2025-03-24 16:50:22.848068
882,83,1746,승리,33,2025-03-03 09:03:20.905954
883,176,934,승리,111,2025-03-09 07:49:03.811487
884,72,645,무승부,107,2025-04-23 08:52:09.856243
885,175,5387,무승부,80,2025-04-17 18:03:21.055911
886,60,5196,패배,77,2025-04-08 10:36:23.929648
887,237,9971,패배,60,2025-06-01 03:03:11.502628
888,236,9061,패배,120,2025-05-20 13:02:04.321716
889,95,7476,승리,82,2025-04-14 20:35:33.436909
890,34,8784,승리,85,2025-03-06 17:08:49.435626
891,226,8572,무승부,95,2025-05-17 01:00:52.331388
892,217,4760,승리,108,2025-01-31 23:06:22.980698
893,72,3316,승리,10,2024-12-23 16:51:35.477706
894,49,1300,무승부,89,2025-01-23 00:01:33.292727
895,233,2991,무승부,117,2025-02-23 04:59:30.914785
896,71,3796,패배,25,2025-03-17 17:30:14.681261
897,296,3796,승리,107,2025-01-01 02:48:40.827613
898,18,8959,승리,93,2025-05-12 01:31:03.631373
899,106,5411,무승부,92,2025-02-11 04:12:30.241035
900,248,980,패배,30,2025-01-28 04:32:03.326599
