record_id,owner,result,created_at,score,play_time
495,248,무승부,2025-05-27 11:14:06.239519,3956,109
496,211,패배,2025-05-25 06:51:10.043195,3511,47
497,111,무승부,2025-01-15 23:20:30.800605,9294,6
498,102,무승부,2025-05-13 10:37:51.897781,9033,27
499,117,패배,2024-12-09 16:14:46.060785,5758,92
500,40,무승부,2024-12-28 14:25:14.082784,6373,38
501,149,승리,2025-03-29 09:05:00.018440,8499,23
502,13,패배,2025-02-10 17:12:53.441227,9000,35
503,195,무승부,2025-04-10 09:20:30.840960,5970,51
504,68,승리,2025-04-19 20:49:49.675749,8030,22
505,105,승리,2024-12-15 09:51:54.263791,1992,38
506,181,승리,2025-01-05 16:36:06.171420,4425,80
507,20,승리,2025-01-30 15:47:15.958817,9943,28
508,98,승리,2025-02-24 21:35:00.703159,4915,17
509,291,패배,2025-05-22 04:34:51.521869,6456,58
510,8,승리,2025-05-23 04:26:24.304288,3890,113
511,184,무승부,2025-01-28 02:59:38.445628,5017,11
512,68,승리,2024-12-14 23:25:32.161675,2157,60
513,234,무승부,2025-04-02 03:07:02.295984,4968,80
514,77,패배,2025-01-28 18:55:23.528947,1181,81
515,222,무승부,2025-04-04 06:50:51.862947,900,53
516,180,패배,2025-04-14 16:11:38.692645,8647,110
517,242,무승부,2025-03-13 09:18:10.159719,1119,106
518,62,패배,2025-05-22 02:44:03.789202,6670,111
519,54,무승부,2025-05-15 06:10:44.835508,6514,7
520,204,무승부,2025-05-11 23:40:38.443468,7454,63
521,261,승리,2025-04-30 17:12:31.619437,8774,34
522,265,패배,2025-04-30 23:05:06.623338,7552,15
523,145,무승부,2025-01-16 09:01:25.549061,4459,86
524,30,승리,2024-12-12 10:31:28.725107,128,80
525,27,승리,2025-04-09 13:51:38.886103,6788,57
526,96,패배,2025-03-19 21:36:40.492784,3970,27
527,115,무승부,2025-02-12 05:05:05.452944,9047,24
528,36,패배,2024-12-28 17:11:57.859010,8569,60
529,60,패배,2025-04-10 04:45:04.546230,9162,44
530,82,패배,2025-02-09 23:51:51.086907,3914,99
531,176,승리,2025-01-24 18:36:23.706972,8063,58
532,221,무승부,2025-04-30 23:22:13.163370,3060,36
533,49,승리,2025-05-30 13:29:48.285777,4859,46
534,133,패배,2025-03-03 03:39:32.920132,8582,37
535,200,패배,2025-02-18 10:04:24.056412,8133,39
536,46,무승부,2025-02-16 04:13:18.421808,4569,16
537,252,패배,2025-05-18 11:39:49.218859,6313,31
538,98,승리,2024-12-16 18:30:22.911984,2877,104
539,101,무승부,2025-04-10 20:42:06.878224,9473,78
540,110,패배,2025-04-29 18:18:00.441028,9466,10
541,140,승리,2024-12-20 21:07:03.684491,5707,24
542,262,승리,2025-05-30 19:51:13.548841,9784,77
543,12,패배,2025-02-10 10:04:45.642190,9766,61
544,261,승리,2025-03-27 09:01:37.140968,8777,46
545,298,패배,2025-03-22 22:54:17.401439,449,40
546,294,패배,2024-12-16 12:29:48.297950,8368,36
547,127,승리,2025-01-24 02:54:59.295504,4600,95
548,276,패배,2025-05-14 10:25:17.498578,7561,27
549,300,승리,2024-12-02 18:50:36.531963,3418,11
550,137,무승부,2025-01-30 02:25:16.817369,1969,6
551,193,승리,2025-03-26 15:10:46.235013,8059,12
552,169,무승부,2025-02-01 20:07:41.112282,6784,100
553,194,승리,2025-05-03 12:02:32.297228,6609,57
554,19,패배,2025-04-12 00:47:08.925003,5245,88
555,273,승리,2025-04-29 22:57:39.234704,4679,110
556,70,승리,2025-05-25 07:25:21.209817,8394,60
557,200,무승부,2025-03-08 23:42:15.736495,9292,27
558,14,무승부,2024-12-30 17:45:27.582737,9624,49
559,8,무승부,2025-01-05 03:00:28.180297,2503,22
560,269,패배,2025-02-18 10:53:01.744740,6406,47
561,80,패배,2025-05-03 10:42:17.808548,4982,17
562,54,패배,2025-04-25 05:02:34.017779,5453,16
563,211,승리,2024-12-15 23:16:21.020156,1358,72
564,52,무승부,2025-05-27 17:43:34.930066,5457,13
565,158,무승부,2025-01-30 11:41:39.164680,5534,37
566,187,패배,2024-12-27 11:40:54.257476,7816,85
567,128,패배,2024-12-02 07:00:33.635119,4223,66
568,261,승리,2025-01-20 03:34:39.840138,897,116
569,140,승리,2024-12-04 09:29:50.233572,3098,44
570,213,승리,2025-03-25 08:01:39.565903,3568,64
571,101,승리,2024-12-24 01:27:15.386410,8921,69
572,75,승리,2025-04-28 03:19:20.230739,4001,91
573,89,승리,2025-03-26 15:24:29.991408,3810,98
574,169,승리,2025-01-14 00:20:38.522074,1400,22
575,212,패배,2025-04-13 16:43:43.971951,2752,16
576,182,패배,2025-02-23 18:06:28.304110,7482,47
577,202,무승부,2025-01-05 02:43:07.377742,4515,53
578,233,무승부,2025-03-24 17:28:58.299205,9021,120
579,247,패배,2025-06-02 03:41:10.484069,6394,117
580,243,무승부,2025-04-13 07:06:22.329909,5485,110
581,38,패배,2025-05-15 06:09:53.421814,872,107
582,165,승리,2025-02-06 17:52:00.677775,3480,98
583,11,패배,2025-03-03 12:33:22.774790,6772,118
584,124,승리,2025-05-23 18:12:36.395280,5768,111
585,251,승리,2025-03-02 06:37:58.501094,9962,100
586,139,승리,2025-05-22 00:40:04.696841,6736,42
587,201,승리,2025-03-28 19:36:33.580096,8107,68
588,248,패배,2025-02-16 20:12:31.348410,2046,97
589,261,무승부,2025-05-03 18:02:39.164536,9401,46
590,15,승리,2025-04-24 22:39:13.713509,3750,43
591,292,승리,2025-01-24 01:54:05.810809,4140,63
592,165,패배,2025-05-24 09:26:04.628120,9067,7
593,286,승리,2025-03-18 00:36:11.118794,1949,17
594,236,패배,2025-03-09 15:40:53.622229,7832,105
595,209,패배,2024-12-14 17:57:03.952510,8801,98
596,277,무승부,2025-02-10 17:38:18.799978,7446,92
597,201,승리,2025-03-20 23:56:30.248203,2403,98
598,156,무승부,2025-05-03 01:56:27.083215,7633,76
599,71,패배,2025-03-06 04:55:28.797915,1909,45
600,105,승리,2025-02-23 15:42:42.980716,4626,23
601,62,승리,2025-04-15 01:12:41.384661,2831,46
602,248,패배,2025-03-16 13:34:43.215309,4629,104
603,85,승리,2025-03-16 13:56:55.622239,7284,25
604,6,패배,2025-02-02 05:50:39.739061,9957,57
605,61,승리,2025-02-02 00:39:17.195798,7089,58
606,206,패배,2025-04-15 10:39:40.369657,9158,8
607,103,패배,2025-05-20 10:49:58.380300,3954,119
608,36,패배,2025-03-21 08:44:53.307954,1901,116
609,54,패배,2025-04-13 08:20:36.306913,1444,100
610,91,승리,2025-02-16 11:50:30.648849,7398,98
611,285,승리,2025-01-30 05:08:20.450060,7375,44
612,203,무승부,2024-12-29 23:44:54.478966,7047,100
613,196,승리,2025-01-18 16:48:56.434444,9827,21
614,75,승리,2025-01-17 13:05:24.915406,6790,76
615,219,승리,2024-12-09 02:24:26.496748,7965,15
616,136,패배,2025-01-30 23:26:35.886750,3644,29
617,287,패배,2025-01-22 10:50:58.546544,5552,66
618,28,무승부,2025-02-25 06:42:44.461266,9414,91
619,180,승리,2025-02-15 17:01:51.863333,5977,39
620,278,승리,2025-03-08 13:35:27.606445,6400,106
621,264,승리,2025-04-29 11:56:49.839263,7526,38
622,56,승리,2025-05-16 22:08:13.744866,3448,108
623,52,무승부,2025-02-23 10:35:48.827597,2869,76
624,175,승리,2025-02-09 21:39:09.921672,626,110
625,29,승리,2024-12-05 17:19:37.926456,1411,20
626,59,승리,2025-01-23 13:27:04.983082,9571,16
627,205,승리,2024-12-11 07:06:05.095564,3829,103
628,65,무승부,2025-01-25 11:13:30.410529,7842,105
629,266,승리,2025-03-31 23:44:20.608293,8562,17
630,215,승리,2025-01-27 01:45:41.999007,2585,46
631,132,패배,2025-04-11 20:18:29.422817,3244,54
632,85,승리,2025-04-09 17:40:48.047768,4837,55
633,43,무승부,2025-04-03 03:01:55.350451,4122,28
634,157,승리,2025-05-22 06:28:29.301948,1278,38
635,130,패배,2025-02-17 03:53:28.285565,1384,87
636,261,무승부,2024-12-22 03:17:49.310611,3209,27
637,221,무승부,2025-03-05 01:37:46.788245,4923,58
638,280,승리,2024-12-26 04:48:45.083179,1077,29
639,37,승리,2024-12-20 21:34:52.693725,6352,48
640,61,승리,2024-12-03 02:39:53.421256,3412,25
641,82,승리,2025-01-28 13:47:38.749901,3193,42
642,69,무승부,2025-01-26 22:16:18.113603,847,114
643,156,패배,2025-02-26 22:00:32.665114,6050,41
644,40,무승부,2024-12-30 02:19:58.021993,3333,34
645,10,패배,2025-05-01 08:42:01.318246,8826,25
646,3,승리,2025-05-03 15:01:35.719109,7577,102
647,236,패배,2025-05-22 21:26:11.655920,4404,47
648,100,패배,2024-12-25 10:46:18.295404,7646,118
649,41,무승부,2025-03-11 05:39:05.971561,7667,74
650,57,패배,2025-05-15 14:21:20.884578,5352,70
651,186,무승부,2025-04-09 11:37:00.841444,4302,112
652,211,무승부,2025-03-17 01:24:54.906063,8886,55
653,30,패배,2025-05-03 10:46:24.324949,3078,43
654,267,패배,2025-06-01 00:50:52.174935,2295,117
655,169,패배,2024-12-23 07:17:54.867059,2371,66
656,16,승리,2024-12-04 07:41:03.870914,4918,37
657,9,패배,2025-05-09 18:44:53.940462,5445,33
658,165,무승부,2025-02-19 17:06:43.285140,5563,116
659,18,승리,2025-04-30 04:14:21.042762,3018,63
660,250,패배,2025-04-22 16:02:16.319812,5780,91
661,3,승리,2025-01-04 18:17:59.186795,5546,66
662,154,무승부,2025-01-05 13:44:16.422624,1612,53
663,298,무승부,2025-01-23 22:07:56.607574,3789,114
664,140,패배,2025-04-29 04:12:53.941581,3283,57
665,240,승리,2025-01-11 12:23:12.655548,1039,86
666,292,패배,2025-02-26 03:04:48.259516,3270,50
667,128,승리,2024-12-05 23:51:56.157825,8707,49
668,130,승리,2025-05-02 07:22:00.294653,1809,55
669,119,패배,2025-05-13 21:21:12.368694,9221,43
670,208,승리,2025-05-09 15:16:13.174817,3089,76
671,9,패배,2024-12-22 10:29:25.309395,3655,36
672,94,승리,2025-01-05 15:21:08.649217,8436,43
673,105,패배,2024-12-09 21:03:03.512000,3054,40
674,82,패배,2025-02-16 11:40:54.403839,8404,106
675,258,승리,2025-05-20 20:08:37.587508,4203,55
676,14,승리,2024-12-11 23:40:30.392783,2155,15
677,279,무승부,2024-12-17 20:34:13.281848,6845,40
678,249,패배,2025-01-22 06:55:04.212758,6804,107
679,286,무승부,2025-02-07 08:40:38.437926,6107,69
680,197,무승부,2025-04-21 01:13:20.010108,3226,90
681,20,무승부,2025-05-28 06:23:02.270414,3623,95
682,151,무승부,2025-01-15 02:38:27.569005,196,38
683,240,무승부,2024-12-21 14:18:50.969326,5399,59
684,273,승리,2025-01-03 13:54:50.121162,3641,16
685,12,무승부,2025-02-03 02:17:10.838179,5738,6
686,121,무승부,2025-04-15 19:46:17.697449,1505,73
687,189,무승부,2025-01-10 18:52:50.267694,9770,77
688,43,패배,2025-03-02 06:40:39.022684,8019,78
689,234,패배,2025-04-26 19:31:23.752807,8998,42
690,183,패배,2025-03-16 15:09:35.062130,113,82
691,280,승리,2024-12-20 09:41:29.613753,4957,41
692,280,무승부,2025-03-27 05:55:49.558823,1201,45
693,83,패배,2025-01-26 02:48:12.080159,2032,77
694,130,승리,2025-05-13 17:40:03.882451,8594,91
695,52,승리,2025-01-03 19:12:56.201973,5899,110
696,48,승리,2025-04-05 02:42:14.349668,3167,80
697,201,패배,2025-04-06 05:25:17.025177,3775,99
698,56,무승부,2025-04-13 02:36:48.720055,4612,47
699,179,패배,2025-04-20 08:42:04.195421,4292,81
700,82,패배,2024-12-31 11:16:28.856316,1945,43
701,192,승리,2025-05-17 02:28:12.658739,756,50
702,92,무승부,2024-12-27 07:01:29.071038,954,87
703,37,패배,2025-03-13 08:13:39.448344,3733,21
704,187,승리,2025-04-01 23:15:19.682534,8447,109
705,267,승리,2025-01-31 13:31:52.954297,206,117
706,79,패배,2025-02-01 10:46:18.007183,5416,35
707,178,패배,2025-05-27 21:13:31.677907,1710,36
708,146,무승부,2025-04-24 00:55:00.727651,7507,43
709,291,무승부,2025-04-08 08:27:07.863291,7809,5
710,224,패배,2025-02-24 22:58:17.109926,4936,27
711,253,패배,2025-04-04 15:43:03.287456,7891,43
712,212,승리,2025-05-26 12:51:00.508004,222,101
713,287,패배,2025-03-15 12:34:01.735134,3045,41
714,3,무승부,2024-12-15 18:21:40.586100,1193,29
715,246,승리,2025-05-23 14:53:38.792627,6125,95
716,109,무승부,2025-05-16 07:16:55.360469,2102,65
717,264,무승부,2025-03-11 02:16:22.007308,6853,113
718,201,패배,2024-12-19 15:23:54.189247,2435,9
719,172,무승부,2025-02-19 01:50:35.539769,5258,17
720,224,패배,2025-03-27 03:57:50.916408,646,64
721,25,승리,2025-01-30 06:25:45.108042,9876,104
722,18,무승부,2025-04-06 16:02:15.870677,1261,11
723,254,패배,2025-01-12 12:39:44.094937,5797,26
724,141,승리,2025-02-12 03:44:03.655740,3165,76
725,72,승리,2025-04-27 08:43:53.795126,5525,120
726,55,무승부,2025-02-25 20:57:16.918880,2680,75
727,6,무승부,2025-03-28 19:29:01.251155,6274,42
728,206,무승부,2025-02-23 18:04:08.119684,8469,73
729,50,무승부,2025-01-18 18:35:05.603276,9154,64
730,209,패배,2025-03-30 16:56:33.985051,3312,116
731,17,패배,2025-04-09 12:06:42.749144,9141,99
732,279,승리,2024-12-21 13:56:36.023573,7924,47
733,281,무승부,2025-02-23 03:42:57.487107,7233,64
734,8,승리,2025-04-10 05:05:35.739521,7927,120
735,272,승리,2025-05-25 02:33:36.856178,601,82
736,265,무승부,2025-04-22 14:20:06.791542,3346,88
737,51,패배,2025-04-10 17:52:56.215352,9308,73
738,258,승리,2025-03-23 12:15:54.087373,3192,19
739,86,승리,2024-12-19 08:43:50.793645,3404,46
740,63,승리,2025-04-15 00:03:12.007719,5035,44
741,251,패배,2024-12-15 12:19:05.167334,8394,80
742,129,무승부,2025-04-01 03:43:51.761163,3936,107
743,158,패배,2025-01-11 11:28:26.441818,6051,38
744,79,승리,2024-12-20 12:25:27.011453,232,43
745,102,패배,2025-04-02 23:39:29.946387,6521,102
746,24,승리,2025-04-25 14:41:19.909735,1258,74
747,138,무승부,2024-12-29 12:24:00.046111,3720,16
748,23,승리,2025-05-05 19:23:09.554738,4732,51
749,198,무승부,2024-12-15 02:14:26.375533,9171,75
750,258,패배,2025-03-14 03:52:42.087595,2814,21
751,162,승리,2025-02-18 15:07:44.049781,116,22
752,142,패배,2025-02-26 15:48:05.232966,8025,27
753,188,무승부,2025-05-15 01:23:46.402097,6406,37
754,131,승리,2025-01-16 13:24:36.616903,751,56
755,83,무승부,2025-02-09 23:48:12.770438,7307,96
756,11,무승부,2025-02-03 23:03:54.992034,4811,5
757,273,무승부,2025-01-05 11:06:49.289513,1496,63
758,6,승리,2024-12-02 23:47:39.869964,2059,115
759,41,무승부,2025-04-07 05:21:37.593702,2213,92
760,210,승리,2025-02-24 17:07:14.370711,5818,7
761,231,승리,2025-03-10 10:16:07.818156,1237,109
762,145,패배,2024-12-31 06:30:11.555507,7219,83
763,232,승리,2025-06-01 15:50:59.763602,7131,92
764,192,무승부,2025-01-09 21:19:42.328619,7688,57
765,174,무승부,2025-03-27 22:11:20.747785,605,85
766,57,승리,2025-03-30 19:16:52.248443,8062,101
767,122,패배,2025-03-14 09:35:57.642389,6120,29
768,16,패배,2025-04-25 05:46:43.896709,3660,119
769,187,승리,2025-04-08 17:42:19.062057,6142,83
770,234,패배,2025-02-16 10:10:28.181831,9447,42
771,242,패배,2025-03-06 09:21:52.596256,1282,89
772,16,패배,2024-12-15 08:28:27.258785,4205,41
773,10,무승부,2025-04-26 11:39:21.890386,6724,60
774,255,승리,2024-12-27 02:43:53.369164,428,28
775,229,승리,2024-12-16 10:55:10.855247,8037,111
776,158,무승부,2025-03-19 21:29:36.182374,2941,106
777,106,무승부,2025-05-15 05:48:28.415322,6683,63
778,27,패배,2025-03-05 16:23:41.870348,8152,47
779,126,승리,2025-03-24 06:32:46.770642,5186,5
780,106,승리,2025-05-23 20:11:15.409877,2628,69
781,279,패배,2025-05-15 13:24:21.474169,8334,75
782,231,패배,2025-04-27 16:36:41.510713,9326,64
783,88,승리,2025-04-12 08:17:21.775414,8516,113
784,130,승리,2025-02-01 19:27:40.596753,7536,26
785,225,패배,2025-02-12 11:03:02.392330,5790,20
786,59,패배,2025-02-18 17:19:19.865044,6449,9
787,89,승리,2025-03-26 16:46:39.923810,5085,16
788,178,승리,2025-01-11 15:29:25.305902,7668,37
789,85,승리,2025-02-24 20:17:46.638749,1664,23
790,171,승리,2025-05-25 13:27:07.898638,5059,53
791,229,무승부,2025-01-01 16:26:34.304886,8672,42
792,55,패배,2025-05-01 15:25:43.914461,428,62
793,296,패배,2024-12-22 07:40:16.529258,3530,56
794,172,패배,2025-05-15 14:51:56.948578,1714,100
795,110,승리,2025-05-06 12:59:10.914494,8797,8
796,16,무승부,2025-03-26 15:59:46.318789,7549,29
797,132,승리,2025-01-14 00:48:08.979477,5372,36
798,24,패배,2024-12-11 18:37:19.613667,3131,44
799,79,승리,2025-01-28 08:57:01.718051,905,111
800,159,승리,2025-01-17 10:41:34.871678,6731,85
801,185,승리,2025-04-13 11:14:39.920820,460,119
802,153,패배,2025-02-13 13:24:35.331042,2433,12
803,244,승리,2025-01-05 00:26:00.798008,9063,32
804,212,무승부,2025-01-22 21:15:42.373254,3260,15
805,94,패배,2025-03-26 12:57:29.751238,6223,114
806,286,무승부,2025-05-14 16:46:28.221985,4007,55
807,217,패배,2025-04-27 17:52:23.719031,204,53
808,293,무승부,2024-12-26 21:51:25.243797,7761,116
809,262,패배,2025-02-18 02:30:35.263766,6756,37
810,20,패배,2025-05-28 02:47:12.077077,6216,11
811,211,무승부,2024-12-20 10:29:29.611130,4546,21
812,231,패배,2025-04-24 10:30:44.852809,9041,99
813,161,무승부,2025-01-06 18:09:44.470614,471,85
814,239,승리,2025-04-08 03:57:06.624527,9574,109
815,78,무승부,2024-12-08 23:59:57.954978,1403,53
816,148,승리,2025-05-20 09:14:26.149216,2729,106
817,128,승리,2025-01-11 17:07:35.947562,7996,34
818,126,무승부,2025-03-15 08:11:45.044766,3213,98
819,168,승리,2024-12-18 20:05:20.897608,2381,25
820,65,패배,2025-04-02 06:25:28.183168,6807,105
821,254,패배,2025-04-10 01:47:47.559066,6100,21
822,19,승리,2025-05-28 14:06:15.740528,6421,39
823,182,패배,2025-05-02 21:36:10.931025,7337,97
824,126,패배,2025-04-01 06:09:00.237462,6928,110
825,110,승리,2025-02-13 07:33:32.304521,7920,35
826,55,패배,2024-12-21 11:46:00.649038,5908,88
827,61,무승부,2025-02-04 04:29:47.073784,6351,96
828,99,패배,2025-01-21 21:45:40.880550,3899,114
829,3,패배,2025-03-05 14:37:25.280164,7389,38
830,58,무승부,2025-01-02 16:39:17.768946,5940,10
831,273,무승부,2025-03-13 07:03:27.558550,675,98
832,181,승리,2024-12-18 02:50:48.014583,2494,94
833,150,패배,2024-12-21 00:09:12.436387,2992,41
834,79,승리,2025-03-30 13:10:06.880398,5860,33
835,270,패배,2025-02-10 11:52:41.056962,7639,99
836,157,승리,2025-05-21 23:00:53.202179,8689,93
837,146,무승부,2024-12-05 09:47:35.080408,252,40
838,125,무승부,2025-01-02 23:45:14.398980,6553,115
839,27,무승부,2025-03-10 17:02:47.359106,5355,83
840,189,승리,2025-02-26 23:36:21.385393,3276,84
841,118,승리,2025-05-10 16:09:33.341641,8618,103
842,162,승리,2025-03-19 04:21:17.527106,8268,23
843,111,무승부,2025-03-21 20:22:11.787259,4066,36
844,210,무승부,2025-03-24 18:17:44.362407,6975,109
845,288,승리,2025-05-28 17:37:27.773481,2676,118
846,19,무승부,2025-04-23 12:43:45.423603,8975,30
847,242,무승부,2025-03-02 09:45:32.859032,2109,102
848,107,무승부,2025-02-17 03:51:43.829210,3322,86
849,129,패배,2024-12-19 19:45:47.951313,3257,31
850,66,승리,2025-05-06 23:54:09.839056,3694,35
851,295,승리,2025-05-15 15:23:34.289418,4532,38
852,12,승리,2025-04-08 23:48:31.129446,9123,96
853,156,패배,2025-05-03 22:06:16.945117,2388,74
854,283,무승부,2024-12-17 10:56:52.211149,8802,37
855,116,승리,2025-03-01 00:36:12.101823,1235,56
856,162,패배,2025-03-25 18:55:35.699532,8324,42
857,66,패배,2025-04-18 22:49:07.347549,6948,96
858,167,패배,2025-02-03 07:12:51.818906,4229,5
859,210,무승부,2025-01-15 05:26:51.410063,1156,24
860,300,승리,2024-12-24 16:19:13.317314,728,46
861,34,승리,2025-05-02 05:05:46.404467,9546,17
862,296,패배,2025-03-15 17:14:08.746623,5419,96
863,142,무승부,2025-04-19 18:22:14.656802,2403,51
864,253,승리,2025-04-01 10:37:52.913672,3529,15
865,292,패배,2024-12-09 05:39:31.931465,6761,46
866,173,패배,2025-05-18 12:51:51.478132,6025,52
867,240,승리,2025-01-18 05:00:26.912470,4145,77
868,101,무승부,2025-04-07 03:45:43.469906,578,119
869,75,승리,2025-03-11 16:47:16.299628,449,109
870,277,패배,2025-03-27 18:22:06.013528,7957,75
871,222,패배,2025-03-30 14:05:01.404899,867,5
872,116,승리,2024-12-09 03:15:25.174297,5552,67
873,128,패배,2024-12-09 10:19:05.301955,2886,115
874,30,패배,2025-03-20 15:01:30.254798,6834,13
875,288,패배,2025-01-08 19:01:35.422224,9064,46
876,104,패배,2025-02-13 19:53:11.725083,286,49
877,29,승리,2025-02-18 11:50:23.143459,6862,58
878,240,승리,2025-05-14 09:53:01.260952,1752,50
879,213,승리,2025-02-04 22:42:04.961609,5274,102
880,256,패배,2025-03-05 12:10:57.290647,2411,72
881,56,무승부,2025-03-24 16:50:22.848068,7478,34
882,83,승리,2025-03-03 09:03:20.905954,1746,33
883,176,승리,2025-03-09 07:49:03.811487,934,111
884,72,무승부,2025-04-23 08:52:09.856243,645,107
885,175,무승부,2025-04-17 18:03:21.055911,5387,80
886,60,패배,2025-04-08 10:36:23.929648,5196,77
887,237,패배,2025-06-01 03:03:11.502628,9971,60
888,236,패배,2025-05-20 13:02:04.321716,9061,120
889,95,승리,2025-04-14 20:35:33.436909,7476,82
890,34,승리,2025-03-06 17:08:49.435626,8784,85
891,226,무승부,2025-05-17 01:00:52.331388,8572,95
892,217,승리,2025-01-31 23:06:22.980698,4760,108
893,72,승리,2024-12-23 16:51:35.477706,3316,10
894,49,무승부,2025-01-23 00:01:33.292727,1300,89
895,233,무승부,2025-02-23 04:59:30.914785,2991,117
896,71,패배,2025-03-17 17:30:14.681261,3796,25
897,296,승리,2025-01-01 02:48:40.827613,3796,107
898,18,승리,2025-05-12 01:31:03.631373,8959,93
899,106,무승부,2025-02-11 04:12:30.241035,5411,92
900,248,패배,2025-01-28 04:32:03.326599,980,30
