price_id,livestock_mkt,product_type,price_per_kg,season,disease_outbreak,currency_rate,predicted_price,accuracy_score
478,3,소고기,28246,여름,False,1232.03,16631,0.787
479,17,닭고기,26983,겨울,False,1316.73,27557,0.741
480,50,소고기,24658,여름,False,1288.42,23196,0.924
481,32,오리고기,28877,봄,False,1145.41,26649,0.887
482,37,돼지고기,12892,겨울,False,1223.51,20106,0.872
483,6,돼지고기,10032,가을,False,1305.97,12761,0.771
484,9,소고기,32716,봄,False,1357.99,18351,0.797
485,6,닭고기,27286,봄,False,1126.01,15828,0.741
486,47,돼지고기,30375,가을,False,1130.14,20997,0.843
487,7,오리고기,10637,가을,False,1325.73,31595,0.941
488,10,소고기,20688,봄,False,1276.87,12644,0.914
489,30,오리고기,8157,겨울,True,1215.21,30699,0.862
490,22,닭고기,33286,겨울,False,1388.97,11190,0.869
491,4,오리고기,13359,여름,False,1194.35,17304,0.767
492,8,닭고기,28851,여름,False,1141.95,26547,0.802
493,12,돼지고기,32841,봄,False,1183.09,15499,0.705
494,43,돼지고기,10875,가을,False,1125.27,27203,0.895
495,21,오리고기,8881,가을,False,1266.02,31292,0.892
496,32,양고기,32618,봄,True,1280.0,31907,0.702
497,28,양고기,20700,봄,False,1282.28,14342,0.928
498,2,오리고기,29431,가을,False,1333.69,14140,0.862
499,23,닭고기,26848,겨울,False,1307.14,26156,0.85
500,19,돼지고기,32792,여름,False,1354.37,21397,0.702
501,12,소고기,15290,겨울,False,1297.52,22863,0.763
502,24,오리고기,26527,여름,True,1190.49,22840,0.901
503,14,오리고기,26067,가을,False,1255.32,12889,0.776
504,25,닭고기,11568,봄,False,1252.86,18011,0.942
505,33,양고기,34259,봄,False,1324.35,25965,0.861
506,41,오리고기,13637,겨울,False,1188.66,29845,0.806
507,35,돼지고기,18448,겨울,False,1116.37,18077,0.794
508,36,돼지고기,30948,봄,False,1369.37,28171,0.787
509,34,돼지고기,9716,봄,True,1386.4,23749,0.763
510,16,소고기,9689,봄,False,1248.47,10860,0.817
511,26,양고기,15212,여름,False,1133.82,28392,0.869
512,18,소고기,8432,겨울,False,1249.87,14818,0.906
513,5,오리고기,33482,가을,False,1278.18,11680,0.799
514,37,닭고기,15303,겨울,False,1258.49,11050,0.726
515,20,양고기,24276,겨울,False,1393.31,10523,0.828
516,15,소고기,17364,봄,False,1396.06,34272,0.866
517,32,오리고기,28248,여름,False,1380.18,34705,0.911
518,2,돼지고기,29786,여름,False,1139.59,8450,0.794
519,33,닭고기,29036,가을,False,1358.24,21565,0.862
520,16,오리고기,12203,가을,False,1270.51,33278,0.852
521,49,돼지고기,14380,여름,False,1209.62,19846,0.775
522,44,닭고기,9565,봄,False,1304.88,23823,0.727
523,12,닭고기,10705,봄,False,1328.82,13744,0.716
524,50,양고기,19038,겨울,False,1386.34,26196,0.947
525,16,양고기,14871,봄,True,1331.11,32520,0.86
526,44,돼지고기,16768,겨울,False,1105.01,8551,0.915
527,8,양고기,31518,겨울,False,1120.26,10890,0.765
528,44,닭고기,16469,여름,False,1178.66,12599,0.878
529,22,돼지고기,15896,봄,False,1111.95,22068,0.923
530,13,닭고기,10789,여름,False,1118.14,18075,0.775
531,12,소고기,19998,봄,False,1336.79,17700,0.737
532,20,닭고기,14167,여름,False,1251.98,14252,0.891
533,25,닭고기,25686,봄,False,1288.57,16791,0.925
534,7,돼지고기,18730,여름,False,1250.31,34672,0.901
535,24,닭고기,14568,여름,False,1224.63,17595,0.901
536,25,소고기,12868,겨울,False,1310.54,8785,0.85
537,3,양고기,34004,겨울,False,1124.73,29011,0.865
538,21,닭고기,33384,여름,False,1260.97,12020,0.87
539,27,오리고기,30446,여름,False,1284.81,25928,0.88
540,13,양고기,15659,여름,False,1183.24,31278,0.864
541,5,양고기,9917,봄,False,1192.97,33649,0.949
542,46,오리고기,28859,여름,False,1253.39,28147,0.765
543,34,닭고기,30635,가을,False,1160.96,26348,0.805
544,13,돼지고기,16868,여름,False,1342.42,18860,0.797
545,32,양고기,8805,겨울,False,1260.92,25099,0.709
546,19,양고기,27803,여름,False,1217.22,16038,0.877
547,34,닭고기,21400,여름,False,1290.29,26997,0.843
548,3,돼지고기,32721,겨울,False,1350.36,25702,0.747
549,29,소고기,8745,봄,False,1304.32,14597,0.882
550,34,돼지고기,30200,겨울,False,1119.83,18421,0.756
551,44,닭고기,34600,봄,False,1309.6,29251,0.834
552,33,돼지고기,29683,여름,False,1318.99,10256,0.896
553,1,돼지고기,21595,가을,False,1353.94,14143,0.927
554,31,소고기,20660,봄,False,1117.37,27332,0.868
555,18,소고기,9686,봄,False,1125.86,25745,0.827
556,36,닭고기,33401,겨울,False,1230.35,11844,0.911
557,29,오리고기,11760,가을,False,1236.01,31988,0.91
558,49,양고기,21554,가을,False,1282.65,30566,0.919
559,41,돼지고기,28266,봄,False,1192.79,19346,0.745
560,11,오리고기,26531,봄,False,1322.51,10615,0.724
561,18,양고기,12735,겨울,False,1322.2,25260,0.732
562,32,오리고기,18186,겨울,False,1135.83,8196,0.765
563,47,소고기,15202,가을,False,1312.37,23359,0.902
564,29,돼지고기,21128,가을,False,1310.45,12070,0.891
565,14,양고기,22641,가을,False,1149.15,14433,0.746
566,46,양고기,31743,겨울,False,1385.9,30189,0.87
567,41,닭고기,11695,가을,False,1256.9,21756,0.784
568,20,닭고기,19795,여름,False,1334.9,18751,0.722
569,48,오리고기,17764,봄,False,1316.23,25983,0.789
570,3,오리고기,13846,봄,False,1150.09,17883,0.886
571,10,오리고기,9331,봄,False,1138.08,21460,0.777
572,1,돼지고기,25566,가을,False,1334.34,32558,0.897
573,25,닭고기,10533,여름,False,1180.63,32470,0.783
574,46,양고기,8894,여름,True,1365.92,31517,0.765
575,34,돼지고기,30220,겨울,False,1331.43,23415,0.774
576,41,오리고기,23908,봄,False,1108.81,31748,0.913
577,17,오리고기,25190,겨울,False,1342.13,32566,0.818
578,24,양고기,25898,겨울,False,1181.59,29812,0.917
579,23,닭고기,29495,가을,False,1119.16,9530,0.846
580,7,닭고기,19430,여름,False,1313.7,31299,0.936
581,11,돼지고기,18702,겨울,False,1273.0,8027,0.718
582,43,닭고기,14562,봄,False,1123.12,31224,0.922
583,9,양고기,33090,봄,False,1236.56,19960,0.825
584,32,닭고기,28979,봄,False,1208.04,28120,0.917
585,19,닭고기,30609,겨울,False,1249.88,25478,0.795
586,1,닭고기,31892,겨울,False,1270.07,8471,0.775
587,45,닭고기,25532,가을,False,1210.31,14450,0.714
588,22,소고기,23452,가을,False,1176.53,13470,0.914
589,2,닭고기,12897,가을,False,1130.87,9559,0.734
590,34,닭고기,19295,여름,False,1272.17,33812,0.75
591,5,닭고기,33367,여름,False,1316.83,27680,0.802
592,7,오리고기,21802,겨울,False,1168.52,15463,0.842
593,1,소고기,15909,겨울,False,1252.65,10856,0.927
594,38,오리고기,23188,겨울,False,1113.21,17128,0.814
595,27,오리고기,31245,겨울,False,1358.88,33448,0.779
596,26,돼지고기,23272,가을,False,1173.37,28890,0.879
597,14,오리고기,14592,가을,False,1241.53,19773,0.895
598,41,돼지고기,20205,가을,False,1214.89,10569,0.822
599,7,닭고기,10535,여름,False,1145.03,33290,0.858
600,21,닭고기,19509,봄,False,1379.35,21271,0.744
