price_id,livestock_mkt,record_date,product_type,grade,part,price_per_kg,supply_volume,season,disease_outbreak,currency_rate,predicted_price
322,12,2025-03-31,오리고기,2등급,안심,29412,4404,봄,False,1224.69,8639
323,33,2025-04-21,오리고기,2등급,안심,25211,4131,여름,False,1351.97,29480
324,23,2024-05-31,소고기,등외급,목살,10166,4932,겨울,False,1246.61,15812
325,22,2025-01-23,닭고기,3등급,갈비,32173,1689,겨울,False,1124.8,21017
326,49,2024-01-22,양고기,1등급,목살,31983,2070,봄,False,1109.26,30120
327,30,2024-01-01,돼지고기,등외급,갈비,26830,1080,봄,False,1328.32,9708
328,11,2024-12-19,양고기,2등급,갈비,13860,3719,봄,False,1187.63,21475
329,4,2025-03-27,오리고기,3등급,갈비,19549,4734,겨울,False,1182.46,19776
330,42,2024-07-18,양고기,3등급,뒷다리,19387,4155,겨울,False,1261.28,24642
331,27,2023-09-18,돼지고기,2등급,등심,19539,4056,가을,False,1150.46,34437
332,24,2025-01-28,양고기,등외급,앞다리,26247,3613,여름,False,1237.2,24395
333,5,2023-10-10,양고기,등외급,등심,21275,3489,가을,False,1322.76,30514
334,17,2025-01-23,양고기,1등급,목살,15266,3946,여름,True,1329.78,15675
335,49,2023-07-12,닭고기,2등급,목살,12609,1673,봄,False,1264.92,19120
336,15,2023-11-02,오리고기,3등급,앞다리,25421,3829,여름,False,1133.96,11601
337,50,2023-06-07,소고기,3등급,갈비,23125,620,봄,False,1134.26,16272
338,39,2024-10-07,양고기,특등급,갈비,21858,2745,가을,False,1332.53,20414
339,19,2024-08-04,닭고기,3등급,삼겹살,11235,1994,봄,True,1346.98,12716
340,35,2024-04-22,닭고기,1등급,안심,33511,1456,봄,False,1210.06,17361
341,29,2024-04-17,소고기,특등급,삼겹살,34737,704,가을,False,1346.78,17486
342,14,2024-02-23,닭고기,3등급,목살,23573,2911,겨울,False,1112.48,14758
343,27,2023-09-07,닭고기,1등급,삼겹살,24686,4305,봄,False,1315.69,15245
344,30,2023-06-02,오리고기,등외급,앞다리,23490,1987,가을,False,1263.91,32707
345,41,2024-07-16,돼지고기,특등급,갈비,12218,2655,겨울,False,1396.93,34483
346,28,2024-07-18,소고기,특등급,갈비,14070,3437,여름,False,1130.72,30309
347,13,2025-03-31,돼지고기,특등급,안심,28130,2180,겨울,False,1349.02,32654
348,24,2023-12-31,양고기,등외급,뒷다리,11111,4934,가을,False,1325.4,30514
349,19,2023-10-11,소고기,특등급,등심,31120,4326,봄,False,1189.31,25404
350,9,2023-06-05,돼지고기,1등급,등심,30345,3390,봄,False,1399.79,29426
351,36,2025-05-27,닭고기,등외급,삼겹살,10103,4386,겨울,False,1234.92,34954
352,1,2024-08-20,소고기,특등급,뒷다리,34951,2340,여름,False,1204.57,16530
353,48,2024-10-14,오리고기,3등급,삼겹살,16595,3672,겨울,False,1345.02,10050
354,48,2023-11-08,오리고기,등외급,갈비,27567,4805,봄,False,1231.72,29832
355,45,2024-06-18,양고기,3등급,삼겹살,13983,4838,봄,False,1398.19,20992
356,32,2023-12-16,돼지고기,2등급,앞다리,31208,1938,봄,False,1332.69,8558
357,45,2025-03-02,양고기,2등급,삼겹살,16960,4555,가을,False,1171.08,10797
358,11,2024-04-08,닭고기,특등급,뒷다리,22603,1503,봄,False,1343.21,10811
359,40,2023-09-29,오리고기,특등급,갈비,18843,2886,겨울,False,1276.38,9467
360,25,2024-12-24,양고기,2등급,뒷다리,16162,2777,봄,False,1205.19,10256
361,10,2024-03-31,오리고기,등외급,앞다리,30665,2206,봄,False,1313.23,23173
362,19,2023-11-18,소고기,3등급,앞다리,16742,3697,겨울,True,1289.83,22821
363,33,2024-10-30,양고기,2등급,갈비,29548,1323,겨울,False,1149.79,12523
364,36,2024-06-15,소고기,2등급,삼겹살,17492,1957,가을,False,1141.77,11722
365,40,2024-04-22,오리고기,2등급,뒷다리,21348,3974,봄,False,1161.99,30688
366,31,2024-05-03,오리고기,2등급,안심,17501,1011,여름,False,1162.08,18222
367,44,2024-02-23,오리고기,등외급,목살,8255,1410,여름,False,1117.81,31380
368,16,2024-07-05,양고기,등외급,삼겹살,12671,4095,여름,False,1205.24,11469
369,50,2024-06-30,소고기,3등급,앞다리,24936,1508,겨울,False,1184.33,24959
370,21,2025-05-24,오리고기,3등급,앞다리,20286,2121,겨울,False,1261.63,16490
371,29,2025-05-12,닭고기,특등급,목살,22637,3020,여름,False,1197.1,20439
372,18,2023-06-12,소고기,등외급,삼겹살,31023,700,봄,False,1311.22,34050
373,26,2024-08-07,소고기,2등급,뒷다리,24292,3125,봄,False,1186.8,18265
374,35,2023-07-03,닭고기,등외급,목살,33649,330,봄,False,1180.2,23944
375,4,2023-08-06,돼지고기,2등급,안심,11092,3199,겨울,False,1357.41,18547
376,25,2025-05-10,돼지고기,특등급,안심,10567,994,봄,False,1395.65,22682
377,15,2025-05-03,닭고기,등외급,갈비,10759,3532,여름,False,1303.79,8781
378,29,2023-08-22,닭고기,2등급,갈비,27224,4780,여름,False,1128.57,34803
379,48,2023-07-22,소고기,1등급,안심,10806,3090,봄,False,1388.83,30199
380,35,2025-05-09,오리고기,1등급,안심,20139,121,겨울,False,1335.71,32320
381,21,2024-06-02,닭고기,1등급,삼겹살,13898,643,봄,False,1375.63,17210
382,9,2024-10-26,닭고기,2등급,등심,33103,3153,여름,False,1397.75,19227
383,29,2024-12-09,오리고기,3등급,갈비,14489,3695,가을,True,1360.11,13152
384,2,2023-07-20,닭고기,등외급,등심,28480,1738,가을,False,1138.07,19903
385,12,2024-03-04,소고기,등외급,삼겹살,34864,1230,봄,False,1359.82,11093
386,35,2024-07-19,소고기,3등급,삼겹살,29475,3052,겨울,False,1174.9,33738
387,22,2025-02-28,돼지고기,2등급,삼겹살,19575,537,가을,True,1313.42,25732
388,41,2024-07-25,돼지고기,3등급,뒷다리,23756,1943,여름,False,1348.54,21344
389,5,2024-04-11,닭고기,2등급,뒷다리,22529,4785,겨울,False,1328.44,18020
390,14,2024-03-04,소고기,등외급,목살,18698,3202,겨울,False,1302.87,24948
391,45,2025-04-01,오리고기,1등급,안심,32194,2100,봄,False,1246.84,18394
392,29,2023-06-09,돼지고기,3등급,앞다리,34231,2695,여름,False,1273.23,10432
393,3,2023-07-26,소고기,3등급,뒷다리,18093,4968,겨울,False,1180.62,13661
394,30,2025-04-22,소고기,특등급,안심,20612,4062,봄,False,1224.27,33181
395,24,2024-05-03,오리고기,특등급,삼겹살,26588,1965,가을,False,1235.6,15785
396,16,2024-09-30,오리고기,3등급,목살,34575,2491,가을,True,1290.09,16085
397,32,2025-05-05,닭고기,2등급,뒷다리,9732,2754,가을,False,1364.04,14431
398,12,2024-10-07,양고기,특등급,안심,28092,3653,겨울,False,1127.93,15458
399,42,2024-08-12,닭고기,3등급,뒷다리,23036,4260,여름,False,1254.68,10283
400,28,2023-09-16,돼지고기,등외급,안심,15438,1547,봄,False,1183.47,8306
401,29,2024-03-15,돼지고기,특등급,앞다리,21491,2661,겨울,False,1380.9,12186
402,18,2023-12-14,닭고기,3등급,안심,19167,3639,겨울,False,1210.72,16229
403,35,2024-06-21,닭고기,등외급,뒷다리,27355,733,가을,False,1385.08,25350
404,10,2025-03-29,양고기,1등급,안심,32110,1062,가을,False,1198.19,28292
405,4,2024-09-22,오리고기,등외급,갈비,18858,3365,겨울,False,1100.74,13686
406,9,2025-03-14,돼지고기,1등급,뒷다리,25904,2430,여름,False,1332.24,27572
407,3,2024-05-23,소고기,3등급,갈비,13341,1315,봄,False,1319.82,25718
408,12,2024-08-08,소고기,특등급,등심,8661,3840,가을,False,1319.28,12090
409,49,2024-01-23,오리고기,등외급,앞다리,19553,752,봄,False,1237.53,19608
410,39,2023-07-21,닭고기,3등급,뒷다리,12833,3312,봄,False,1299.24,25350
411,28,2025-05-13,오리고기,특등급,삼겹살,17022,2043,겨울,False,1207.47,23198
412,23,2023-07-16,돼지고기,2등급,앞다리,30658,3454,겨울,False,1119.0,11355
413,7,2024-04-13,돼지고기,1등급,뒷다리,21372,938,봄,False,1260.33,28152
414,2,2023-12-18,돼지고기,1등급,등심,13049,4291,가을,False,1165.35,22390
415,32,2024-12-20,소고기,3등급,등심,11056,2611,겨울,False,1228.89,23924
416,46,2023-06-12,돼지고기,특등급,목살,33809,1478,봄,False,1163.56,18867
417,2,2024-01-08,돼지고기,3등급,삼겹살,33049,2613,가을,False,1180.56,15202
418,48,2024-09-07,오리고기,3등급,삼겹살,32623,3564,가을,False,1348.5,17412
419,45,2024-11-13,소고기,3등급,삼겹살,14175,4954,여름,False,1201.33,19994
420,15,2024-11-15,소고기,특등급,안심,16978,2957,여름,False,1273.38,21244
421,7,2025-04-08,오리고기,특등급,삼겹살,18221,4229,여름,False,1269.84,8908
422,50,2024-03-08,닭고기,2등급,앞다리,17185,2448,여름,False,1245.6,20922
423,13,2023-07-10,오리고기,1등급,뒷다리,16687,4127,겨울,False,1203.12,31207
424,34,2024-04-19,돼지고기,등외급,삼겹살,11422,1647,가을,True,1304.77,22469
425,33,2023-08-25,오리고기,특등급,삼겹살,31893,1297,가을,False,1114.52,13900
426,42,2023-07-27,돼지고기,3등급,앞다리,30260,4023,가을,False,1129.87,22769
427,23,2025-05-15,소고기,3등급,안심,24983,3797,봄,True,1335.17,29968
428,5,2025-03-26,오리고기,3등급,삼겹살,22651,1964,여름,False,1237.87,21030
429,12,2025-01-04,닭고기,3등급,갈비,8241,2520,여름,False,1137.27,19896
430,31,2024-03-15,돼지고기,2등급,목살,25129,574,봄,False,1357.3,30815
431,16,2025-01-10,오리고기,2등급,삼겹살,19279,640,여름,True,1232.39,22339
432,46,2025-01-29,소고기,3등급,목살,11114,3371,가을,False,1100.2,20690
433,36,2024-09-01,소고기,특등급,갈비,27913,4671,겨울,False,1387.41,12078
434,49,2024-07-07,닭고기,2등급,등심,34699,184,여름,False,1160.7,18839
435,35,2024-12-10,닭고기,2등급,안심,23271,4799,겨울,False,1306.58,18430
436,34,2024-11-23,돼지고기,특등급,뒷다리,28727,2259,여름,False,1139.57,22098
437,16,2024-08-13,돼지고기,3등급,뒷다리,30406,3084,겨울,False,1295.0,24941
438,40,2024-01-04,오리고기,특등급,목살,32498,2983,봄,False,1147.69,28475
439,32,2023-06-10,오리고기,등외급,앞다리,10313,150,봄,True,1379.82,8346
440,40,2025-04-02,오리고기,3등급,뒷다리,25008,4173,봄,False,1182.21,21392
441,3,2023-12-05,닭고기,2등급,안심,12875,3781,여름,True,1296.38,14153
442,17,2024-09-09,오리고기,2등급,앞다리,8076,2732,여름,False,1175.12,27356
443,50,2024-12-24,돼지고기,2등급,뒷다리,17788,3367,봄,False,1211.55,25021
444,6,2024-03-27,소고기,3등급,앞다리,33761,4831,가을,False,1371.14,32068
445,36,2023-10-07,양고기,3등급,앞다리,33034,3325,봄,False,1149.66,30678
446,33,2024-03-21,돼지고기,특등급,앞다리,12344,4956,여름,False,1218.9,18036
447,27,2025-02-05,소고기,특등급,뒷다리,9110,1180,여름,False,1191.65,29477
448,1,2024-06-16,닭고기,3등급,목살,12878,1439,가을,False,1309.83,24517
449,15,2024-07-17,소고기,1등급,갈비,8935,3235,여름,False,1170.24,22364
450,41,2024-12-09,소고기,특등급,안심,18625,2644,겨울,False,1296.65,21188
451,49,2025-05-04,소고기,1등급,등심,26032,2896,겨울,True,1311.11,16361
452,34,2024-04-08,소고기,3등급,갈비,19418,1585,겨울,False,1100.33,12290
453,13,2024-11-16,닭고기,특등급,앞다리,26388,3010,가을,False,1243.04,18584
454,11,2025-05-11,오리고기,2등급,등심,15697,1701,가을,False,1139.81,14519
455,43,2023-10-11,양고기,등외급,갈비,31727,2004,가을,False,1167.86,33698
456,47,2024-03-19,돼지고기,3등급,갈비,16779,4666,여름,False,1303.99,17097
457,28,2025-02-04,소고기,1등급,등심,8060,3981,가을,False,1102.79,28931
458,25,2023-12-20,양고기,1등급,삼겹살,29384,3989,겨울,False,1308.68,32646
459,5,2023-07-24,오리고기,3등급,안심,23715,2000,겨울,False,1345.13,13219
460,23,2024-05-12,소고기,3등급,앞다리,16437,1991,겨울,False,1396.45,9182
461,16,2024-11-23,양고기,3등급,안심,8976,4340,겨울,False,1226.69,20409
462,40,2025-02-08,닭고기,1등급,삼겹살,27565,301,봄,False,1139.65,13580
463,28,2024-07-30,닭고기,등외급,안심,30672,4150,겨울,False,1121.25,30229
464,42,2024-09-03,돼지고기,등외급,삼겹살,25345,3799,여름,False,1214.92,23306
465,18,2025-02-25,소고기,3등급,앞다리,8113,2831,봄,False,1319.23,15755
466,39,2025-03-30,양고기,등외급,등심,33713,3561,가을,False,1130.73,15815
467,47,2024-05-29,양고기,1등급,뒷다리,18032,1163,봄,False,1194.01,8422
468,5,2024-10-07,양고기,특등급,삼겹살,21267,2092,여름,False,1364.3,16805
469,10,2024-11-17,돼지고기,3등급,앞다리,16358,2545,겨울,False,1141.14,15614
470,24,2024-03-10,돼지고기,2등급,갈비,14570,4540,가을,False,1332.04,11995
471,39,2025-03-31,소고기,1등급,앞다리,8004,125,여름,False,1325.95,25365
472,50,2025-04-09,오리고기,2등급,삼겹살,21227,2846,가을,False,1139.94,15165
473,23,2024-06-30,닭고기,1등급,목살,14581,2695,겨울,False,1397.88,23500
474,39,2024-08-18,오리고기,2등급,안심,21676,1372,가을,False,1142.86,10447
475,49,2024-09-26,양고기,특등급,앞다리,9224,2038,가을,True,1259.15,27365
476,50,2023-06-29,소고기,1등급,목살,29277,1630,겨울,False,1102.54,17116
477,23,2024-10-31,소고기,특등급,안심,32406,3514,봄,True,1295.01,30043
478,3,2024-05-04,소고기,특등급,삼겹살,28246,1248,여름,False,1232.03,16631
479,17,2023-09-12,닭고기,특등급,등심,26983,2382,겨울,False,1316.73,27557
480,50,2024-01-29,소고기,등외급,목살,24658,2948,여름,False,1288.42,23196
481,32,2024-01-04,오리고기,등외급,갈비,28877,765,봄,False,1145.41,26649
482,37,2025-01-02,돼지고기,3등급,안심,12892,3685,겨울,False,1223.51,20106
483,6,2023-06-23,돼지고기,1등급,안심,10032,2251,가을,False,1305.97,12761
484,9,2024-01-08,소고기,등외급,목살,32716,4540,봄,False,1357.99,18351
485,6,2024-06-26,닭고기,2등급,앞다리,27286,4314,봄,False,1126.01,15828
486,47,2024-09-20,돼지고기,3등급,삼겹살,30375,3303,가을,False,1130.14,20997
487,7,2023-11-11,오리고기,2등급,뒷다리,10637,3615,가을,False,1325.73,31595
488,10,2024-08-07,소고기,특등급,등심,20688,3885,봄,False,1276.87,12644
489,30,2023-06-29,오리고기,3등급,목살,8157,1227,겨울,True,1215.21,30699
490,22,2023-07-29,닭고기,특등급,앞다리,33286,1340,겨울,False,1388.97,11190
491,4,2024-08-11,오리고기,3등급,목살,13359,1304,여름,False,1194.35,17304
492,8,2025-05-15,닭고기,1등급,뒷다리,28851,1765,여름,False,1141.95,26547
493,12,2024-05-02,돼지고기,1등급,안심,32841,3585,봄,False,1183.09,15499
494,43,2023-09-30,돼지고기,2등급,목살,10875,3640,가을,False,1125.27,27203
495,21,2024-11-03,오리고기,1등급,목살,8881,713,가을,False,1266.02,31292
496,32,2024-02-27,양고기,등외급,뒷다리,32618,2551,봄,True,1280.0,31907
497,28,2023-08-16,양고기,1등급,뒷다리,20700,530,봄,False,1282.28,14342
498,2,2024-04-13,오리고기,3등급,앞다리,29431,4706,가을,False,1333.69,14140
499,23,2025-01-20,닭고기,특등급,뒷다리,26848,3441,겨울,False,1307.14,26156
500,19,2024-07-27,돼지고기,특등급,앞다리,32792,4437,여름,False,1354.37,21397
501,12,2024-09-15,소고기,1등급,목살,15290,2800,겨울,False,1297.52,22863
502,24,2023-08-15,오리고기,2등급,앞다리,26527,3371,여름,True,1190.49,22840
503,14,2024-05-30,오리고기,등외급,등심,26067,1961,가을,False,1255.32,12889
504,25,2025-04-13,닭고기,등외급,목살,11568,4801,봄,False,1252.86,18011
505,33,2023-12-23,양고기,2등급,갈비,34259,3744,봄,False,1324.35,25965
506,41,2024-09-16,오리고기,3등급,갈비,13637,231,겨울,False,1188.66,29845
507,35,2025-04-20,돼지고기,특등급,안심,18448,4251,겨울,False,1116.37,18077
508,36,2024-12-31,돼지고기,특등급,갈비,30948,3294,봄,False,1369.37,28171
509,34,2023-09-03,돼지고기,1등급,삼겹살,9716,2961,봄,True,1386.4,23749
510,16,2023-11-09,소고기,3등급,갈비,9689,386,봄,False,1248.47,10860
511,26,2023-07-20,양고기,특등급,삼겹살,15212,1418,여름,False,1133.82,28392
512,18,2024-11-19,소고기,특등급,뒷다리,8432,428,겨울,False,1249.87,14818
513,5,2023-07-28,오리고기,2등급,뒷다리,33482,4192,가을,False,1278.18,11680
514,37,2024-11-25,닭고기,3등급,등심,15303,120,겨울,False,1258.49,11050
515,20,2023-10-18,양고기,등외급,뒷다리,24276,879,겨울,False,1393.31,10523
516,15,2024-08-21,소고기,2등급,등심,17364,761,봄,False,1396.06,34272
517,32,2023-09-14,오리고기,2등급,안심,28248,2515,여름,False,1380.18,34705
518,2,2024-12-11,돼지고기,2등급,앞다리,29786,2851,여름,False,1139.59,8450
519,33,2024-03-19,닭고기,1등급,삼겹살,29036,1777,가을,False,1358.24,21565
520,16,2024-03-11,오리고기,2등급,앞다리,12203,1831,가을,False,1270.51,33278
521,49,2023-10-29,돼지고기,특등급,갈비,14380,3374,여름,False,1209.62,19846
522,44,2025-04-22,닭고기,3등급,앞다리,9565,4942,봄,False,1304.88,23823
523,12,2024-05-22,닭고기,특등급,목살,10705,3573,봄,False,1328.82,13744
524,50,2024-05-19,양고기,1등급,앞다리,19038,3211,겨울,False,1386.34,26196
525,16,2024-08-28,양고기,특등급,갈비,14871,1063,봄,True,1331.11,32520
526,44,2025-02-15,돼지고기,등외급,목살,16768,3995,겨울,False,1105.01,8551
527,8,2023-10-08,양고기,등외급,뒷다리,31518,3232,겨울,False,1120.26,10890
528,44,2025-03-01,닭고기,등외급,삼겹살,16469,4739,여름,False,1178.66,12599
529,22,2024-11-10,돼지고기,2등급,뒷다리,15896,3263,봄,False,1111.95,22068
530,13,2023-09-23,닭고기,3등급,안심,10789,1510,여름,False,1118.14,18075
531,12,2024-09-23,소고기,1등급,앞다리,19998,529,봄,False,1336.79,17700
532,20,2024-10-06,닭고기,특등급,삼겹살,14167,1289,여름,False,1251.98,14252
533,25,2024-06-18,닭고기,특등급,갈비,25686,3994,봄,False,1288.57,16791
534,7,2024-03-11,돼지고기,특등급,등심,18730,4368,여름,False,1250.31,34672
535,24,2024-11-17,닭고기,특등급,안심,14568,846,여름,False,1224.63,17595
536,25,2024-06-15,소고기,1등급,목살,12868,3766,겨울,False,1310.54,8785
537,3,2025-02-25,양고기,3등급,삼겹살,34004,3344,겨울,False,1124.73,29011
538,21,2024-05-12,닭고기,등외급,앞다리,33384,1536,여름,False,1260.97,12020
539,27,2024-08-23,오리고기,3등급,목살,30446,3668,여름,False,1284.81,25928
540,13,2024-04-12,양고기,1등급,등심,15659,419,여름,False,1183.24,31278
541,5,2024-04-18,양고기,특등급,갈비,9917,2159,봄,False,1192.97,33649
542,46,2024-03-31,오리고기,3등급,등심,28859,158,여름,False,1253.39,28147
543,34,2023-07-24,닭고기,1등급,안심,30635,385,가을,False,1160.96,26348
544,13,2024-04-30,돼지고기,2등급,등심,16868,4224,여름,False,1342.42,18860
545,32,2023-07-11,양고기,2등급,안심,8805,2535,겨울,False,1260.92,25099
546,19,2024-10-28,양고기,특등급,삼겹살,27803,1389,여름,False,1217.22,16038
547,34,2025-03-14,닭고기,등외급,목살,21400,4381,여름,False,1290.29,26997
548,3,2024-12-08,돼지고기,등외급,앞다리,32721,397,겨울,False,1350.36,25702
549,29,2023-09-30,소고기,등외급,뒷다리,8745,3956,봄,False,1304.32,14597
550,34,2024-03-06,돼지고기,등외급,안심,30200,2230,겨울,False,1119.83,18421
551,44,2023-07-04,닭고기,3등급,등심,34600,1650,봄,False,1309.6,29251
552,33,2025-02-05,돼지고기,1등급,삼겹살,29683,1131,여름,False,1318.99,10256
553,1,2023-07-14,돼지고기,특등급,등심,21595,3675,가을,False,1353.94,14143
554,31,2023-06-24,소고기,1등급,안심,20660,1267,봄,False,1117.37,27332
555,18,2024-04-24,소고기,3등급,앞다리,9686,3343,봄,False,1125.86,25745
556,36,2023-11-20,닭고기,1등급,뒷다리,33401,3897,겨울,False,1230.35,11844
557,29,2025-01-09,오리고기,3등급,등심,11760,1034,가을,False,1236.01,31988
558,49,2024-06-26,양고기,3등급,갈비,21554,1243,가을,False,1282.65,30566
559,41,2025-04-23,돼지고기,특등급,뒷다리,28266,2029,봄,False,1192.79,19346
560,11,2023-08-11,오리고기,1등급,등심,26531,4566,봄,False,1322.51,10615
561,18,2025-05-04,양고기,등외급,등심,12735,820,겨울,False,1322.2,25260
562,32,2025-02-22,오리고기,3등급,앞다리,18186,287,겨울,False,1135.83,8196
563,47,2023-12-26,소고기,2등급,뒷다리,15202,118,가을,False,1312.37,23359
564,29,2025-01-15,돼지고기,1등급,뒷다리,21128,3956,가을,False,1310.45,12070
565,14,2023-12-31,양고기,2등급,안심,22641,3239,가을,False,1149.15,14433
566,46,2024-02-01,양고기,3등급,삼겹살,31743,2094,겨울,False,1385.9,30189
567,41,2025-02-19,닭고기,2등급,삼겹살,11695,100,가을,False,1256.9,21756
568,20,2024-12-25,닭고기,1등급,뒷다리,19795,3446,여름,False,1334.9,18751
569,48,2023-06-03,오리고기,특등급,갈비,17764,2716,봄,False,1316.23,25983
570,3,2024-01-22,오리고기,특등급,삼겹살,13846,2490,봄,False,1150.09,17883
571,10,2024-10-29,오리고기,등외급,등심,9331,4771,봄,False,1138.08,21460
572,1,2024-05-12,돼지고기,특등급,앞다리,25566,571,가을,False,1334.34,32558
573,25,2024-04-04,닭고기,3등급,앞다리,10533,4910,여름,False,1180.63,32470
574,46,2024-04-28,양고기,등외급,안심,8894,2408,여름,True,1365.92,31517
575,34,2024-04-07,돼지고기,1등급,삼겹살,30220,3855,겨울,False,1331.43,23415
576,41,2023-08-15,오리고기,2등급,앞다리,23908,493,봄,False,1108.81,31748
577,17,2023-12-16,오리고기,특등급,갈비,25190,2252,겨울,False,1342.13,32566
578,24,2024-03-06,양고기,3등급,목살,25898,388,겨울,False,1181.59,29812
579,23,2024-03-13,닭고기,2등급,안심,29495,4555,가을,False,1119.16,9530
580,7,2024-01-01,닭고기,등외급,갈비,19430,3210,여름,False,1313.7,31299
581,11,2024-02-02,돼지고기,1등급,갈비,18702,716,겨울,False,1273.0,8027
582,43,2023-12-17,닭고기,특등급,갈비,14562,3898,봄,False,1123.12,31224
583,9,2023-07-06,양고기,2등급,삼겹살,33090,107,봄,False,1236.56,19960
584,32,2023-09-28,닭고기,1등급,뒷다리,28979,331,봄,False,1208.04,28120
585,19,2024-08-05,닭고기,2등급,뒷다리,30609,3485,겨울,False,1249.88,25478
586,1,2024-12-05,닭고기,3등급,뒷다리,31892,2362,겨울,False,1270.07,8471
587,45,2023-06-20,닭고기,2등급,안심,25532,2831,가을,False,1210.31,14450
588,22,2024-02-17,소고기,2등급,뒷다리,23452,4905,가을,False,1176.53,13470
589,2,2023-06-09,닭고기,2등급,안심,12897,2501,가을,False,1130.87,9559
590,34,2024-10-18,닭고기,2등급,삼겹살,19295,1386,여름,False,1272.17,33812
591,5,2023-10-02,닭고기,2등급,안심,33367,3150,여름,False,1316.83,27680
592,7,2024-11-27,오리고기,1등급,갈비,21802,2825,겨울,False,1168.52,15463
593,1,2024-10-10,소고기,특등급,등심,15909,1154,겨울,False,1252.65,10856
594,38,2023-08-31,오리고기,특등급,뒷다리,23188,1944,겨울,False,1113.21,17128
595,27,2023-08-05,오리고기,등외급,삼겹살,31245,437,겨울,False,1358.88,33448
596,26,2024-04-25,돼지고기,등외급,삼겹살,23272,1227,가을,False,1173.37,28890
597,14,2023-07-29,오리고기,특등급,삼겹살,14592,3120,가을,False,1241.53,19773
598,41,2023-12-17,돼지고기,특등급,목살,20205,1008,가을,False,1214.89,10569
599,7,2024-08-02,닭고기,2등급,등심,10535,3764,여름,False,1145.03,33290
600,21,2024-04-01,닭고기,1등급,갈비,19509,2324,봄,False,1379.35,21271
