price_id,livestock_mkt,record_date,product_type,grade,part,price_per_kg,supply_volume,demand_level,season,disease_outbreak,currency_rate,predicted_price,accuracy_score,notes,channel
133,1,2024-03-11,소고기,3등급,뒷다리,32290,2284,낮음,겨울,True,1214.22,34287,0.711,Quas repellendus porro. Aspernatur facere totam voluptates amet blanditiis.,모바일
134,47,2024-04-18,양고기,등외급,앞다리,21795,2555,낮음,여름,False,1141.65,16832,0.815,Aut asperiores omnis vel molestiae accusantium temporibus. Magni mollitia dolor autem explicabo.,온라인
135,28,2024-03-17,소고기,2등급,뒷다리,30843,740,보통,봄,False,1190.34,12597,0.742,Exercitationem quia a eveniet cumque. Magnam mollitia aut pariatur. Numquam eligendi dignissimos rem.,오프라인
136,49,2023-09-27,소고기,3등급,안심,18563,4212,낮음,겨울,False,1247.94,32812,0.843,Quidem delectus laudantium magnam culpa. Veritatis fugit architecto ratione impedit tempora.,모바일
137,25,2024-05-02,소고기,3등급,목살,8340,3909,보통,가을,False,1118.98,23155,0.905,Blanditiis rerum impedit ducimus illum deserunt a. Veniam aspernatur quasi accusantium praesentium. Est facilis nobis saepe corporis dolor facilis.,온라인
138,32,2024-09-24,오리고기,등외급,갈비,22465,1640,낮음,겨울,False,1230.4,34678,0.799,"Error minus modi corporis aperiam.
Voluptate dolor veritatis. Cupiditate iste magnam fuga quae rem qui.",오프라인
139,30,2023-08-29,소고기,등외급,목살,34614,2013,낮음,여름,False,1226.33,15879,0.707,Odio nostrum expedita ratione velit perferendis magnam. Delectus exercitationem temporibus maiores.,오프라인
140,47,2025-03-25,소고기,특등급,안심,21025,2206,보통,겨울,False,1245.27,8362,0.871,Excepturi iste odit consequuntur eos dolor. Sapiente earum occaecati magnam possimus impedit nisi. Consequatur cum fugiat non.,오프라인
141,33,2024-12-08,소고기,2등급,안심,31005,3055,보통,봄,False,1123.08,31769,0.743,"Eos culpa dolorem. Eligendi rerum totam nesciunt exercitationem.
Ad molestiae repellendus voluptatibus.",모바일
142,28,2025-05-15,닭고기,등외급,목살,30082,4923,높음,겨울,False,1175.51,25675,0.754,Maiores accusamus expedita sequi. Commodi accusamus magni eaque numquam et nihil.,오프라인
143,4,2025-04-22,닭고기,특등급,갈비,28228,898,높음,가을,False,1173.98,13534,0.747,At maxime ut praesentium. Blanditiis perferendis suscipit placeat non similique perferendis. Quos quisquam illum quaerat reiciendis adipisci illum.,온라인
144,26,2024-03-06,닭고기,등외급,앞다리,33706,2998,낮음,봄,False,1287.51,19052,0.77,"Quis deserunt beatae tempore modi adipisci sunt.
Vero iste quidem omnis est consectetur. Eligendi culpa ad ut.",모바일
145,48,2024-09-12,양고기,1등급,등심,17614,1039,보통,여름,False,1278.14,30357,0.921,"Tempore quas commodi culpa voluptate.
Fugiat sint minus cupiditate eligendi ratione tempora.",모바일
146,16,2024-07-15,닭고기,2등급,삼겹살,17860,2146,높음,여름,False,1158.66,30032,0.709,Tenetur vel dolor. Fugit quibusdam facilis ullam voluptate atque laboriosam. Recusandae hic eveniet modi sint ut dicta.,모바일
147,17,2024-03-20,오리고기,1등급,등심,11686,3451,높음,가을,False,1132.09,29715,0.855,Occaecati eum dicta atque occaecati quia. A fuga iste animi sunt eaque.,오프라인
148,40,2025-03-02,닭고기,3등급,삼겹살,9955,3883,보통,가을,False,1191.4,12140,0.761,Saepe id error eaque quos doloribus sed. Laborum et asperiores quis est qui officiis.,모바일
149,27,2025-02-27,양고기,특등급,안심,19857,1569,보통,가을,False,1384.65,14524,0.774,Harum accusantium deleniti harum facilis in ducimus. Inventore enim accusantium quaerat.,모바일
150,37,2024-03-18,돼지고기,1등급,갈비,25547,4731,높음,가을,False,1199.67,31658,0.803,Voluptate exercitationem error alias. Sunt minus odio rem temporibus tempora. Suscipit necessitatibus repudiandae quisquam nesciunt.,모바일
151,4,2024-08-25,돼지고기,1등급,등심,32523,668,낮음,겨울,False,1286.06,22684,0.838,Aperiam debitis esse. Repellat facere ut expedita nemo voluptatum veniam. Veritatis hic repudiandae eius ad libero minus.,오프라인
152,36,2024-12-06,소고기,특등급,안심,25218,572,보통,여름,False,1341.22,23743,0.715,Vitae incidunt nostrum quaerat voluptatibus. Incidunt est delectus provident. Neque autem reiciendis veniam assumenda inventore.,온라인
153,26,2024-04-10,소고기,3등급,목살,26712,3522,보통,여름,True,1198.86,22089,0.77,Dolor omnis nostrum excepturi. Maxime similique quidem quos saepe recusandae. Sapiente non fuga fugiat saepe corrupti dolor.,오프라인
154,48,2024-05-13,돼지고기,등외급,갈비,32679,1322,보통,겨울,False,1200.42,22393,0.734,Repudiandae facilis voluptatem praesentium accusamus soluta inventore temporibus. Ea provident quas.,모바일
155,8,2025-05-16,소고기,특등급,갈비,28221,4058,보통,겨울,False,1344.64,11171,0.75,Accusantium doloremque ducimus magni omnis asperiores voluptatibus. Aliquam rerum odio soluta beatae.,온라인
156,48,2024-08-14,오리고기,1등급,목살,32895,3361,보통,봄,False,1357.85,9636,0.921,Laudantium provident consectetur possimus nesciunt. Officia esse quia pariatur. Id accusantium asperiores perspiciatis explicabo.,온라인
157,17,2024-06-04,닭고기,특등급,앞다리,27098,4583,낮음,겨울,False,1392.27,24164,0.831,"Beatae nostrum voluptate dolor. Veritatis pariatur architecto officiis.
Quis quas iusto officia illo aperiam. Architecto totam tenetur illo.",온라인
158,4,2023-11-05,오리고기,등외급,삼겹살,26792,4824,보통,겨울,False,1140.84,18755,0.858,Officia in perspiciatis at non quas dicta. Amet facere ad veritatis perspiciatis fugit eos. Iusto neque nam incidunt.,오프라인
159,26,2025-05-14,소고기,특등급,갈비,31432,2570,보통,여름,False,1196.2,18271,0.901,Eveniet praesentium provident commodi ex harum sint. A animi accusamus minus a ut.,모바일
160,1,2025-04-02,양고기,3등급,등심,12937,4748,보통,봄,False,1384.18,21859,0.899,At harum atque modi dolore quod. Quam officiis quam voluptates delectus quibusdam sit. Aliquid aspernatur consequatur eius quaerat rerum.,오프라인
161,10,2024-05-06,닭고기,3등급,삼겹살,9450,605,높음,겨울,False,1160.26,11110,0.947,"Unde sed molestiae fugit. Error adipisci voluptas blanditiis.
Rem praesentium nemo molestiae sed commodi. Rerum sequi enim harum quo illum.",모바일
162,28,2024-10-18,소고기,3등급,앞다리,21622,655,높음,여름,False,1194.25,11715,0.895,Hic inventore laudantium amet architecto accusamus quisquam. Totam consequatur adipisci quos accusamus praesentium.,온라인
163,26,2023-08-11,소고기,2등급,등심,17284,2653,보통,봄,False,1389.37,11107,0.79,Laudantium accusantium eum. Doloribus delectus cum dolorum rerum.,온라인
164,27,2024-02-08,돼지고기,2등급,뒷다리,8133,782,낮음,여름,False,1390.62,11912,0.836,Odio distinctio nostrum neque adipisci. Blanditiis ratione dignissimos eius illo accusamus. Modi occaecati optio perspiciatis ipsam.,오프라인
165,18,2024-06-09,돼지고기,등외급,앞다리,22343,1350,낮음,겨울,True,1187.43,13241,0.821,Minus tenetur natus veritatis quibusdam corporis error commodi.,모바일
166,49,2024-04-25,돼지고기,1등급,목살,17437,4757,보통,여름,False,1308.49,21168,0.928,"Provident non fuga ratione fuga natus.
Qui quasi assumenda veniam commodi. Veniam sed expedita veniam dolor quos rem sunt.",오프라인
167,21,2024-08-07,돼지고기,3등급,삼겹살,21583,4046,높음,가을,False,1247.3,10649,0.826,Dignissimos sapiente aspernatur magnam temporibus qui labore. Aperiam harum quo.,온라인
168,28,2024-01-19,돼지고기,특등급,앞다리,9431,2021,보통,가을,False,1272.76,23450,0.797,Nostrum corporis quia impedit. Maiores quam possimus.,모바일
169,41,2024-02-12,소고기,2등급,갈비,15492,2787,보통,가을,False,1172.73,14131,0.745,Alias ipsa hic omnis temporibus. Quia eaque ad officiis. Suscipit quaerat qui animi repellat quam.,온라인
170,30,2023-11-10,돼지고기,등외급,삼겹살,26081,308,높음,겨울,False,1212.82,25680,0.78,Dolores quam similique sint ipsa dicta molestiae expedita. Sapiente repellat delectus a laborum.,온라인
171,20,2024-10-23,닭고기,3등급,안심,29579,4030,높음,겨울,False,1344.95,22827,0.755,Laudantium repellendus corporis harum sunt. Suscipit ex quasi reiciendis veniam placeat dolorem.,오프라인
172,2,2025-03-21,닭고기,1등급,안심,17014,2407,낮음,가을,False,1217.88,19453,0.924,Molestiae iste iusto illum. Porro quidem soluta dolores suscipit consequatur.,온라인
173,29,2024-02-22,양고기,특등급,앞다리,28075,1131,보통,가을,False,1134.17,34858,0.895,Provident quasi dolore suscipit beatae. Eveniet minus libero earum magnam. Quisquam doloribus a a dolorum.,모바일
174,11,2023-08-08,닭고기,3등급,등심,22356,1748,높음,가을,False,1269.16,8025,0.715,Omnis dolorum ratione nobis magnam quia. Quod blanditiis consectetur placeat ducimus minus commodi. Illum maiores fuga sit enim.,온라인
175,31,2025-03-27,소고기,1등급,안심,30194,744,높음,봄,False,1277.67,12034,0.948,Rem numquam pariatur labore quo minus. Maxime eveniet quam soluta.,모바일
176,44,2024-12-11,닭고기,등외급,등심,13156,2069,보통,봄,False,1263.69,12010,0.832,Ullam iure officia saepe neque rem. Atque eveniet ex. Beatae ex vero laboriosam perferendis id provident.,오프라인
177,2,2025-03-28,오리고기,1등급,목살,17196,2997,보통,겨울,False,1304.51,12577,0.892,"Distinctio repellat molestiae magni.
Sint itaque enim cumque. Quis hic sint sit quisquam. Non corporis cumque nihil nihil eaque omnis necessitatibus.",오프라인
178,46,2024-12-22,오리고기,1등급,등심,18942,1837,낮음,여름,False,1265.03,32053,0.95,Fuga aliquam non culpa dicta. Aliquid praesentium maxime.,온라인
179,26,2025-02-17,오리고기,3등급,등심,30201,4085,보통,여름,False,1385.9,22897,0.943,Rem optio voluptatibus nobis dolorum aperiam laborum eveniet. Accusamus delectus quod deleniti facilis quasi. Error illum occaecati.,온라인
180,34,2024-09-30,양고기,3등급,앞다리,27216,4569,보통,여름,False,1238.49,27161,0.725,Libero ipsa laudantium. Ab tenetur neque placeat. Eius harum amet laboriosam amet natus. Quia perspiciatis laborum doloremque.,모바일
181,36,2024-10-27,오리고기,2등급,뒷다리,24581,4296,높음,여름,False,1312.51,28552,0.864,Eos perspiciatis quisquam odio nulla iste. Tempore accusamus sapiente eos. Laboriosam modi ut.,모바일
182,3,2023-12-24,닭고기,1등급,목살,20639,2780,높음,봄,False,1231.54,20923,0.767,Excepturi autem ratione aspernatur facilis maxime earum. Dolore id soluta qui.,모바일
183,17,2023-12-05,양고기,등외급,뒷다리,13884,3781,낮음,봄,False,1187.4,20425,0.904,Ratione enim nesciunt ex inventore. Maxime deleniti deserunt nostrum. Dolorum deserunt quae repudiandae voluptatum. Maxime atque doloribus.,모바일
184,24,2023-09-28,닭고기,특등급,목살,16457,124,보통,가을,False,1307.85,31099,0.929,Mollitia iure dolorum. Est impedit nisi corporis laborum.,모바일
185,7,2025-05-30,돼지고기,등외급,등심,15188,3713,높음,가을,False,1345.69,8534,0.714,"Odit soluta incidunt ratione perferendis.
Vero porro in nihil reprehenderit accusantium. Repellendus velit cum porro suscipit molestias at ex.",온라인
186,10,2023-07-12,소고기,등외급,뒷다리,20502,2484,높음,봄,False,1338.7,31339,0.949,Hic facilis iure voluptatem. Nobis fuga adipisci. Dolores quas explicabo molestias. Id perferendis sed quisquam quidem quo.,온라인
187,4,2024-05-30,양고기,3등급,목살,16379,407,낮음,봄,False,1222.74,18972,0.755,"Ex ab consequuntur.
Eos recusandae cum inventore at voluptates facilis. Sit assumenda quae neque.",모바일
188,49,2024-12-25,오리고기,1등급,목살,16913,4545,보통,겨울,False,1249.79,32380,0.912,Maiores debitis animi voluptatem nostrum. Explicabo porro repellat ipsa. Voluptatem nulla illo doloremque repudiandae fugit.,온라인
189,19,2025-02-04,오리고기,특등급,앞다리,29068,2535,낮음,가을,False,1290.0,21856,0.899,"Asperiores aperiam ducimus quod impedit. Dignissimos deserunt molestias distinctio.
Nam dolorum ut. Exercitationem natus saepe fuga.",온라인
190,11,2024-03-03,소고기,특등급,뒷다리,30064,3229,높음,봄,False,1172.61,33374,0.789,Dolorum exercitationem natus eum. Enim inventore eligendi earum. Sapiente quas consequatur temporibus magnam.,모바일
191,15,2024-01-05,닭고기,2등급,앞다리,13370,4279,낮음,봄,False,1297.6,26245,0.91,Harum quia aspernatur quasi sapiente. Minima fuga eveniet distinctio. Mollitia officiis corporis architecto.,온라인
192,38,2025-04-21,닭고기,3등급,안심,30576,3195,보통,봄,False,1314.57,28551,0.911,"Maxime earum saepe ipsum.
Ratione occaecati officiis doloribus vitae.",모바일
193,16,2024-05-10,닭고기,3등급,갈비,32088,3045,낮음,여름,False,1336.72,17188,0.744,Laudantium adipisci veniam. Tempora voluptatibus aspernatur quaerat deleniti reiciendis.,온라인
194,36,2024-09-10,양고기,3등급,삼겹살,20606,3036,보통,겨울,False,1122.19,18951,0.848,Officia ut rerum eum optio rem delectus. Debitis inventore labore occaecati nam a ipsum. Eos officia odio ad dicta.,오프라인
195,9,2024-01-20,양고기,등외급,삼겹살,14813,610,높음,여름,False,1397.21,34967,0.902,Fugit occaecati repudiandae iure doloremque perspiciatis. Dolorum labore saepe nisi. Recusandae incidunt cupiditate tempora nihil esse quam.,오프라인
196,13,2025-02-23,양고기,등외급,안심,18726,4334,높음,봄,False,1243.77,31878,0.874,Similique ratione reprehenderit modi excepturi quia. Enim fugit molestias ipsum ex aliquid inventore voluptatem. Quibusdam dolores voluptate nemo.,온라인
197,46,2023-12-02,양고기,1등급,삼겹살,20196,2803,낮음,겨울,False,1220.24,16083,0.928,Voluptas voluptatibus sint ea blanditiis deleniti blanditiis. Libero aliquam perspiciatis labore ducimus.,모바일
198,26,2024-11-29,소고기,등외급,갈비,18526,3225,높음,봄,False,1251.98,32741,0.707,Qui aspernatur delectus veritatis quia vero assumenda.,모바일
199,16,2023-12-08,돼지고기,1등급,갈비,13571,3229,낮음,봄,False,1376.12,34700,0.875,"Adipisci architecto in est reprehenderit aspernatur eveniet. Officiis cum deleniti.
Esse laudantium vero optio architecto. Vel sed earum distinctio.",오프라인
200,3,2023-09-17,오리고기,1등급,안심,10750,1276,보통,가을,False,1307.51,16825,0.937,"Repellat rerum fugit tempore recusandae inventore. Commodi atque occaecati.
Fuga iste saepe eos autem voluptate. Modi quo adipisci nisi.",오프라인
201,9,2024-03-19,오리고기,등외급,등심,27899,3804,낮음,봄,False,1263.09,14289,0.841,Ex architecto minus animi. A sit quo eaque quam minima. Non distinctio similique sequi. Impedit quisquam illo rerum repellat.,모바일
202,46,2023-07-04,돼지고기,1등급,삼겹살,8613,3027,보통,여름,False,1337.22,8908,0.841,Eius nobis consectetur incidunt. Laudantium culpa dolorum illum molestiae tempore exercitationem.,오프라인
203,29,2024-04-08,소고기,3등급,갈비,26713,4005,낮음,봄,False,1207.86,10238,0.747,Inventore odio error blanditiis. Quae ratione dolorum expedita dolores rerum earum.,모바일
204,17,2024-10-15,닭고기,1등급,등심,19838,4266,보통,여름,False,1368.65,10472,0.947,Aspernatur corrupti delectus quaerat. Non accusamus suscipit sed reprehenderit magni eos molestias.,모바일
205,48,2024-05-25,양고기,3등급,앞다리,26992,160,낮음,봄,False,1261.07,17284,0.92,Beatae laudantium repudiandae illum maxime delectus. Vero est ea itaque.,오프라인
206,44,2025-01-25,오리고기,2등급,등심,27211,3341,높음,봄,False,1291.45,21410,0.823,Deserunt accusamus architecto odio. Tempora eaque iure iste doloremque similique. Excepturi debitis placeat nam distinctio provident perferendis.,모바일
207,13,2024-08-09,닭고기,3등급,갈비,12769,1269,보통,여름,False,1125.49,29809,0.777,Eligendi iusto repellat. Aliquam inventore mollitia labore laborum. Praesentium quisquam esse quis cum.,모바일
208,19,2024-07-13,소고기,등외급,안심,29858,1141,높음,여름,False,1330.69,31360,0.823,"Id ipsam nihil. Maxime aliquid iste.
Ut ex aspernatur enim tempore mollitia. Quibusdam quo amet suscipit nemo laborum odio soluta.",온라인
209,6,2023-08-07,양고기,등외급,갈비,9982,3923,보통,가을,False,1297.28,29758,0.723,Sed neque vero qui. Mollitia a possimus nesciunt fugiat in.,모바일
210,8,2025-02-09,돼지고기,2등급,목살,32627,3281,높음,봄,False,1206.5,9426,0.758,Harum culpa esse sit. Inventore consequatur molestiae voluptatem sit expedita.,오프라인
211,28,2023-06-21,양고기,1등급,앞다리,15802,991,보통,겨울,False,1294.1,10594,0.755,Deleniti temporibus provident. Alias aspernatur reiciendis officiis maxime eum. Voluptatibus alias pariatur doloribus ratione.,온라인
212,11,2024-12-28,돼지고기,등외급,뒷다리,16719,2561,높음,겨울,False,1113.29,13359,0.832,Voluptates dicta et facere. Repellat incidunt nesciunt voluptatem accusantium cum odio aperiam.,모바일
213,21,2024-05-18,닭고기,3등급,안심,12238,2426,높음,가을,False,1395.08,14978,0.7,Iure autem rem animi minus nam vero. Earum adipisci exercitationem fugit excepturi distinctio.,모바일
214,5,2024-08-09,양고기,2등급,뒷다리,14403,1788,낮음,가을,False,1303.24,8127,0.929,Natus veritatis mollitia odit. Deleniti aliquam minima quis ducimus. At quasi perferendis. Inventore nesciunt expedita maxime.,오프라인
215,35,2024-12-25,닭고기,1등급,목살,8818,660,낮음,겨울,False,1219.89,23873,0.75,Doloremque fugit dolor. Molestias ab provident provident odio nam et. Vel culpa ab quaerat tempore beatae enim.,모바일
216,18,2024-02-17,양고기,2등급,갈비,23772,2557,낮음,겨울,False,1325.8,25087,0.733,Fugiat veniam cum culpa quae laudantium et. Mollitia nostrum assumenda nostrum.,온라인
217,33,2023-08-31,소고기,특등급,갈비,18852,3167,낮음,겨울,False,1389.72,9208,0.879,"Ab consequuntur velit tempora excepturi.
Adipisci id maiores perspiciatis maxime distinctio. Ipsa amet adipisci soluta nisi eos id. Quidem a iste.",온라인
218,38,2024-02-26,소고기,특등급,등심,23843,161,낮음,가을,False,1229.14,13946,0.93,"Aliquam cumque quisquam ipsa perferendis. Neque dolor consectetur atque provident.
Rerum impedit officia iste. Quaerat nulla dicta ut.",모바일
219,47,2025-04-02,오리고기,3등급,뒷다리,30366,3662,낮음,가을,False,1103.16,15385,0.911,Eos soluta reiciendis aut eveniet consequuntur amet. Neque minima pariatur expedita. Dolorem et occaecati quis.,모바일
220,45,2024-01-15,닭고기,1등급,갈비,24006,2302,낮음,가을,False,1177.62,19235,0.781,Quas repellendus impedit officia doloribus a nemo illo. Cumque nemo omnis recusandae molestiae totam dolorum. Eligendi ad officia.,모바일
221,19,2024-12-25,소고기,2등급,갈비,32552,1276,높음,여름,False,1253.2,12789,0.705,"Natus non reprehenderit maiores cupiditate quo. Nihil animi fugit rem.
Similique ex quod quis rem eaque commodi porro. Ad quo impedit labore.",온라인
222,15,2024-12-12,돼지고기,2등급,등심,22063,1520,보통,가을,False,1255.64,18525,0.847,Id consectetur fugiat numquam numquam qui. Blanditiis dolores assumenda magnam tempora cumque. Animi eligendi sit ut quos.,온라인
223,48,2023-07-04,닭고기,1등급,안심,25384,2239,보통,여름,False,1274.16,8223,0.929,Laboriosam eius impedit tempore rem exercitationem in. Iure magni ad nemo pariatur fugit. Explicabo minima exercitationem amet recusandae.,오프라인
224,45,2025-01-06,돼지고기,2등급,목살,15676,649,낮음,봄,False,1272.57,33517,0.894,Quisquam tempore unde ullam. Ratione dolorem distinctio iusto.,모바일
225,16,2024-06-14,양고기,1등급,갈비,17421,355,낮음,여름,False,1233.73,13727,0.912,"Labore blanditiis voluptates nihil. Aliquid fugiat laudantium praesentium facere. Dicta quam eius ipsa.
A quidem facilis est. Amet saepe repellendus.",오프라인
226,29,2024-12-21,돼지고기,2등급,삼겹살,23156,810,높음,겨울,False,1217.34,22132,0.915,Iste tenetur eveniet adipisci doloribus. Dolorem aperiam cumque dignissimos.,온라인
227,5,2024-03-13,양고기,3등급,삼겹살,9102,3472,낮음,여름,False,1331.7,24408,0.94,Quibusdam consectetur beatae aperiam ea possimus nulla. Quaerat corrupti repellendus quasi eligendi voluptate eveniet. Aut quae laboriosam facilis.,오프라인
228,13,2023-10-05,오리고기,특등급,목살,9571,2514,보통,봄,False,1276.58,26382,0.793,Delectus laboriosam ducimus nisi doloribus. Magnam animi dignissimos. Nobis exercitationem ex.,모바일
229,27,2024-08-02,닭고기,2등급,앞다리,21235,3089,높음,봄,False,1250.14,20933,0.935,Iste rerum quia fugit. Voluptatum distinctio reiciendis esse perspiciatis.,온라인
230,29,2023-11-14,소고기,2등급,등심,17078,1509,낮음,겨울,False,1203.49,30026,0.799,Pariatur quod ut quia error magnam officia. Ducimus pariatur doloribus culpa architecto quas earum. Recusandae esse nesciunt porro optio.,모바일
231,2,2024-02-14,소고기,1등급,삼겹살,10679,372,보통,가을,False,1107.37,19841,0.725,Unde nisi natus sint totam quos. Voluptas dignissimos nostrum. Repellendus facilis cumque.,모바일
232,30,2024-06-13,돼지고기,등외급,등심,24719,451,높음,겨울,False,1131.36,22076,0.775,Autem cupiditate nemo amet exercitationem. Velit reprehenderit perspiciatis autem.,모바일
233,47,2024-12-04,닭고기,2등급,목살,15537,3194,낮음,여름,False,1224.79,27524,0.734,At earum dolore veniam eaque quasi placeat. Debitis similique eos deleniti. Ad quidem voluptatem odit fugit iure eius.,온라인
234,46,2025-03-27,소고기,등외급,갈비,25507,1774,낮음,겨울,False,1388.52,25973,0.739,Impedit ullam dicta occaecati porro. Consequatur eius maxime quisquam.,모바일
235,37,2024-08-28,닭고기,3등급,목살,20944,3057,보통,봄,False,1134.82,16678,0.937,Ipsa aspernatur vero architecto dicta aspernatur. Error nulla eligendi fugit mollitia quod.,오프라인
236,24,2023-12-29,소고기,특등급,안심,19012,395,보통,봄,False,1382.2,8580,0.898,Nisi odit impedit soluta corrupti doloremque tempora. Itaque similique hic minus aliquam delectus laborum officia.,모바일
237,24,2025-02-13,닭고기,2등급,안심,8665,2707,높음,겨울,False,1142.5,11035,0.94,Officiis molestias doloribus. Esse officiis hic tempora nisi consectetur.,온라인
238,42,2024-11-10,닭고기,특등급,삼겹살,31067,2897,낮음,겨울,False,1193.57,28335,0.862,Velit ullam harum placeat blanditiis dolor mollitia. Impedit molestias eligendi vitae illo tempore totam qui. Debitis illum fugit laboriosam.,온라인
239,45,2023-07-09,양고기,2등급,앞다리,22565,4887,높음,봄,False,1236.6,29289,0.744,Vel ab laborum harum deserunt placeat ducimus accusantium. Rerum impedit praesentium veritatis nostrum.,모바일
240,30,2024-08-12,돼지고기,특등급,삼겹살,23733,301,높음,봄,False,1162.06,24217,0.942,"Quaerat fuga earum officia ab. Voluptas cum eos provident aliquid velit.
Dolorem minus tenetur harum modi. Quod ut incidunt nesciunt.",모바일
241,12,2024-08-12,돼지고기,특등급,안심,23738,3002,높음,봄,False,1244.88,33877,0.873,Nulla minus totam tempore natus accusamus. Ratione rerum occaecati neque illum aliquam officia. Dolores aspernatur quae iste amet eveniet.,모바일
242,5,2023-07-12,오리고기,등외급,등심,34457,1709,높음,봄,False,1242.85,34572,0.932,"Voluptates recusandae neque temporibus voluptates tenetur. Quae officiis ullam.
Dolores dolore sit. Accusantium odit possimus delectus sed.",오프라인
243,34,2024-02-29,오리고기,등외급,삼겹살,27103,1406,보통,여름,True,1231.45,31758,0.897,Quis odit maiores molestias in corrupti. Ipsam iste ratione quas ex beatae eaque.,모바일
244,3,2024-10-22,소고기,2등급,목살,16467,3564,낮음,여름,False,1309.03,16837,0.756,Praesentium neque dolore. Aspernatur harum ipsam pariatur consequatur ipsam eos quaerat. Cupiditate quae enim iure debitis cum.,온라인
245,48,2024-03-23,돼지고기,2등급,앞다리,11126,2883,보통,봄,False,1195.67,34834,0.847,Maiores debitis eos. Ratione aperiam veniam sint esse ut.,오프라인
246,7,2023-07-13,오리고기,등외급,뒷다리,20802,1568,높음,겨울,False,1190.08,9912,0.744,Quod velit voluptas. Non esse incidunt dolore dignissimos. Molestiae autem qui labore asperiores.,모바일
247,26,2023-12-06,닭고기,2등급,목살,14242,706,낮음,겨울,False,1343.06,10932,0.777,Voluptates facere explicabo consequatur error possimus. Explicabo dolorem et excepturi. Repudiandae pariatur molestiae consequatur amet delectus.,오프라인
248,42,2023-12-27,소고기,3등급,안심,22034,2656,낮음,봄,False,1134.53,14468,0.872,Voluptas at nesciunt a libero quis. Aperiam nesciunt sapiente facilis alias consequuntur ab.,오프라인
249,19,2025-01-17,소고기,등외급,갈비,27515,3741,높음,여름,False,1354.75,11695,0.732,Eos quod nostrum dolor praesentium iusto. Asperiores repudiandae quas soluta expedita deleniti. Dolor saepe commodi soluta culpa labore quasi.,모바일
250,29,2023-12-01,돼지고기,2등급,등심,25221,1039,낮음,가을,False,1294.39,30722,0.882,Perspiciatis debitis natus mollitia. Unde suscipit quos quae magni. Dolor ipsa temporibus. Sunt consequuntur saepe debitis iste officiis unde.,모바일
251,38,2023-08-17,오리고기,1등급,삼겹살,11295,3939,낮음,가을,False,1303.14,19561,0.937,Enim illo maiores doloremque reiciendis dolor deleniti. Itaque nam minima est iure.,온라인
252,4,2024-06-18,돼지고기,2등급,안심,26862,4937,높음,봄,True,1149.31,16287,0.937,Sunt consectetur laudantium inventore eveniet earum in. Eius alias animi officia saepe alias quidem magnam.,모바일
253,14,2025-01-27,양고기,3등급,목살,14737,4605,높음,여름,False,1395.17,30379,0.798,Sunt reprehenderit minima reiciendis at. Quam nisi blanditiis mollitia consectetur non.,모바일
254,36,2023-09-16,닭고기,1등급,갈비,16600,843,보통,겨울,False,1173.17,26123,0.949,"Magnam debitis odio a quod esse.
Non ipsam itaque porro nostrum commodi. Omnis vitae voluptatum sequi incidunt magnam.",모바일
255,12,2024-03-19,돼지고기,2등급,목살,28181,811,낮음,봄,False,1152.34,8850,0.941,Quod itaque in error temporibus. Ut aut minus cupiditate. Eius dolore quis quos nulla quaerat necessitatibus.,모바일
256,32,2024-07-03,오리고기,2등급,안심,8029,630,낮음,가을,False,1148.04,11251,0.708,Et beatae est consectetur ea. Id iusto ducimus officiis quae est hic. Magni ipsa totam maxime.,오프라인
257,46,2023-07-23,오리고기,특등급,안심,8776,4856,보통,봄,False,1267.95,8475,0.851,"Maiores possimus quisquam eveniet. Ratione id dolorem aut modi deserunt ipsa.
Amet perspiciatis iure minima minima.",오프라인
258,11,2024-01-13,양고기,특등급,앞다리,19002,1083,보통,가을,False,1387.54,33054,0.93,Nam molestias iste laborum cum eius doloribus. Mollitia velit quae perspiciatis sunt soluta. Omnis consectetur nam corrupti.,모바일
259,3,2025-02-11,돼지고기,3등급,목살,26123,3532,낮음,겨울,True,1169.56,33569,0.942,Explicabo similique officiis beatae cum beatae. Voluptatem quibusdam accusantium ipsam minus harum quidem. Repellendus nulla totam eos.,오프라인
260,10,2024-10-29,소고기,2등급,뒷다리,24604,481,낮음,봄,False,1221.51,26530,0.755,Amet totam maxime repellendus facilis cupiditate quisquam. Ipsa fugiat praesentium eaque similique consequatur.,오프라인
261,11,2025-05-02,돼지고기,1등급,목살,24136,4072,보통,봄,False,1155.34,25039,0.841,Quos cumque ad facere tenetur eveniet. Illo voluptas ipsam unde commodi modi. Soluta architecto reiciendis nostrum animi culpa quae.,온라인
262,1,2025-01-25,돼지고기,1등급,뒷다리,10799,1609,보통,여름,False,1292.14,33675,0.934,Eum accusamus rerum modi. Nam atque saepe eligendi animi. Similique laborum voluptatum corporis minima hic est.,모바일
263,34,2025-03-12,오리고기,2등급,앞다리,18870,1505,높음,겨울,False,1229.64,29925,0.735,Voluptatem quas inventore. Facilis recusandae eligendi. Reiciendis porro fugiat expedita fuga.,모바일
264,29,2024-12-10,양고기,3등급,뒷다리,30117,589,보통,봄,False,1108.76,28508,0.886,Voluptate voluptatem laudantium. Eius minima at voluptas ad ipsa corrupti totam.,오프라인
265,1,2024-12-06,양고기,3등급,등심,29051,428,보통,겨울,False,1284.23,22139,0.759,Est quaerat consequuntur itaque odit laudantium. Excepturi repudiandae quae iusto.,온라인
